"Date","TBILL"
"1885-08-25",10108.72
"1885-08-26",10109.69
"1885-08-27",10110.66
"1885-08-28",10111.63
"1885-08-31",10112.61
"1885-09-01",10113.58
"1885-09-02",10114.55
"1885-09-03",10115.52
"1885-09-04",10116.49
"1885-09-07",10117.46
"1885-09-08",10118.43
"1885-09-09",10119.4
"1885-09-10",10120.37
"1885-09-11",10121.34
"1885-09-14",10122.31
"1885-09-15",10123.28
"1885-09-16",10124.25
"1885-09-17",10125.22
"1885-09-18",10126.19
"1885-09-21",10127.16
"1885-09-22",10128.13
"1885-09-23",10129.1
"1885-09-24",10130.07
"1885-09-25",10131.04
"1885-09-28",10132.01
"1885-09-29",10132.98
"1885-09-30",10133.95
"1885-10-01",10134.92
"1885-10-02",10135.89
"1885-10-05",10136.86
"1885-10-06",10137.83
"1885-10-07",10138.79
"1885-10-08",10139.76
"1885-10-09",10140.73
"1885-10-12",10141.7
"1885-10-13",10142.67
"1885-10-14",10143.64
"1885-10-15",10144.61
"1885-10-16",10145.57
"1885-10-19",10146.54
"1885-10-20",10147.51
"1885-10-21",10148.48
"1885-10-22",10149.44
"1885-10-23",10150.41
"1885-10-26",10151.38
"1885-10-27",10152.35
"1885-10-28",10153.32
"1885-10-29",10154.28
"1885-10-30",10155.25
"1885-11-02",10156.22
"1885-11-04",10157.18
"1885-11-05",10158.15
"1885-11-06",10159.12
"1885-11-09",10160.08
"1885-11-10",10161.05
"1885-11-11",10162.01
"1885-11-12",10162.98
"1885-11-13",10163.94
"1885-11-16",10164.9
"1885-11-17",10165.87
"1885-11-18",10166.83
"1885-11-19",10167.8
"1885-11-20",10168.76
"1885-11-23",10169.72
"1885-11-24",10170.68
"1885-11-25",10171.65
"1885-11-27",10172.61
"1885-11-30",10173.57
"1885-12-01",10174.53
"1885-12-02",10175.49
"1885-12-03",10176.45
"1885-12-04",10177.41
"1885-12-07",10178.37
"1885-12-08",10179.33
"1885-12-09",10180.29
"1885-12-10",10181.25
"1885-12-11",10182.21
"1885-12-14",10183.17
"1885-12-15",10184.13
"1885-12-16",10185.09
"1885-12-17",10186.05
"1885-12-18",10187.01
"1885-12-21",10187.97
"1885-12-22",10188.93
"1885-12-23",10189.89
"1885-12-24",10190.85
"1885-12-28",10191.81
"1885-12-29",10192.77
"1885-12-30",10193.73
"1885-12-31",10194.69
"1886-01-04",10195.65
"1886-01-05",10196.6
"1886-01-06",10197.56
"1886-01-07",10198.52
"1886-01-08",10199.48
"1886-01-11",10200.44
"1886-01-12",10201.41
"1886-01-13",10202.37
"1886-01-14",10203.33
"1886-01-15",10204.29
"1886-01-18",10205.25
"1886-01-19",10206.21
"1886-01-20",10207.18
"1886-01-21",10208.14
"1886-01-22",10209.1
"1886-01-25",10210.06
"1886-01-26",10211.03
"1886-01-27",10211.99
"1886-01-28",10212.96
"1886-01-29",10213.92
"1886-02-01",10214.88
"1886-02-02",10215.85
"1886-02-03",10216.81
"1886-02-04",10217.78
"1886-02-05",10218.75
"1886-02-08",10219.71
"1886-02-09",10220.68
"1886-02-10",10221.65
"1886-02-11",10222.62
"1886-02-12",10223.59
"1886-02-15",10224.56
"1886-02-16",10225.53
"1886-02-17",10226.5
"1886-02-18",10227.47
"1886-02-19",10228.44
"1886-02-23",10229.41
"1886-02-24",10230.38
"1886-02-25",10231.36
"1886-02-26",10232.33
"1886-03-01",10233.3
"1886-03-02",10234.28
"1886-03-03",10235.25
"1886-03-04",10236.23
"1886-03-05",10237.2
"1886-03-08",10238.18
"1886-03-09",10239.16
"1886-03-10",10240.13
"1886-03-11",10241.11
"1886-03-12",10242.09
"1886-03-15",10243.06
"1886-03-16",10244.04
"1886-03-17",10245.02
"1886-03-18",10246
"1886-03-19",10246.97
"1886-03-22",10247.95
"1886-03-23",10248.93
"1886-03-24",10249.91
"1886-03-25",10250.89
"1886-03-26",10251.87
"1886-03-29",10252.85
"1886-03-30",10253.83
"1886-03-31",10254.81
"1886-04-01",10255.79
"1886-04-02",10256.77
"1886-04-05",10257.75
"1886-04-06",10258.74
"1886-04-07",10259.72
"1886-04-08",10260.7
"1886-04-09",10261.68
"1886-04-12",10262.67
"1886-04-13",10263.65
"1886-04-14",10264.63
"1886-04-15",10265.62
"1886-04-16",10266.6
"1886-04-19",10267.58
"1886-04-20",10268.57
"1886-04-21",10269.55
"1886-04-22",10270.54
"1886-04-26",10271.52
"1886-04-27",10272.51
"1886-04-28",10273.5
"1886-04-29",10274.48
"1886-04-30",10275.47
"1886-05-03",10276.45
"1886-05-04",10277.44
"1886-05-05",10278.43
"1886-05-06",10279.42
"1886-05-07",10280.41
"1886-05-10",10281.39
"1886-05-11",10282.38
"1886-05-12",10283.37
"1886-05-13",10284.36
"1886-05-14",10285.35
"1886-05-17",10286.34
"1886-05-18",10287.33
"1886-05-19",10288.32
"1886-05-20",10289.31
"1886-05-21",10290.3
"1886-05-24",10291.29
"1886-05-25",10292.28
"1886-05-26",10293.28
"1886-05-27",10294.27
"1886-05-28",10295.26
"1886-06-01",10296.25
"1886-06-02",10297.25
"1886-06-03",10298.24
"1886-06-04",10299.23
"1886-06-07",10300.23
"1886-06-08",10301.22
"1886-06-09",10302.22
"1886-06-10",10303.21
"1886-06-11",10304.21
"1886-06-14",10305.21
"1886-06-15",10306.21
"1886-06-16",10307.2
"1886-06-17",10308.2
"1886-06-18",10309.2
"1886-06-21",10310.2
"1886-06-22",10311.2
"1886-06-23",10312.2
"1886-06-24",10313.2
"1886-06-25",10314.2
"1886-06-28",10315.2
"1886-06-29",10316.21
"1886-06-30",10317.21
"1886-07-01",10318.21
"1886-07-02",10319.21
"1886-07-06",10320.22
"1886-07-07",10321.22
"1886-07-08",10322.23
"1886-07-09",10323.23
"1886-07-12",10324.24
"1886-07-13",10325.24
"1886-07-14",10326.25
"1886-07-15",10327.25
"1886-07-16",10328.26
"1886-07-19",10329.27
"1886-07-20",10330.27
"1886-07-21",10331.28
"1886-07-22",10332.29
"1886-07-23",10333.29
"1886-07-26",10334.3
"1886-07-27",10335.31
"1886-07-28",10336.32
"1886-07-29",10337.33
"1886-07-30",10338.34
"1886-08-02",10339.35
"1886-08-03",10340.36
"1886-08-04",10341.37
"1886-08-05",10342.38
"1886-08-06",10343.39
"1886-08-09",10344.4
"1886-08-10",10345.41
"1886-08-11",10346.42
"1886-08-12",10347.43
"1886-08-13",10348.44
"1886-08-16",10349.45
"1886-08-17",10350.47
"1886-08-18",10351.48
"1886-08-19",10352.49
"1886-08-20",10353.5
"1886-08-23",10354.52
"1886-08-24",10355.53
"1886-08-25",10356.55
"1886-08-26",10357.56
"1886-08-27",10358.58
"1886-08-30",10359.59
"1886-08-31",10360.61
"1886-09-01",10361.62
"1886-09-02",10362.64
"1886-09-03",10363.65
"1886-09-06",10364.67
"1886-09-07",10365.69
"1886-09-08",10366.7
"1886-09-09",10367.72
"1886-09-10",10368.74
"1886-09-13",10369.76
"1886-09-14",10370.77
"1886-09-15",10371.79
"1886-09-16",10372.81
"1886-09-17",10373.83
"1886-09-20",10374.85
"1886-09-21",10375.87
"1886-09-22",10376.89
"1886-09-23",10377.91
"1886-09-24",10378.93
"1886-09-27",10379.95
"1886-09-28",10380.97
"1886-09-29",10381.99
"1886-09-30",10383.01
"1886-10-01",10384.04
"1886-10-04",10385.06
"1886-10-05",10386.08
"1886-10-06",10387.11
"1886-10-07",10388.13
"1886-10-08",10389.15
"1886-10-11",10390.18
"1886-10-12",10391.2
"1886-10-13",10392.23
"1886-10-14",10393.26
"1886-10-15",10394.28
"1886-10-18",10395.31
"1886-10-19",10396.34
"1886-10-20",10397.37
"1886-10-21",10398.39
"1886-10-22",10399.42
"1886-10-25",10400.45
"1886-10-26",10401.48
"1886-10-27",10402.51
"1886-10-28",10403.54
"1886-10-29",10404.58
"1886-11-01",10405.61
"1886-11-03",10406.64
"1886-11-04",10407.67
"1886-11-05",10408.71
"1886-11-08",10409.74
"1886-11-09",10410.77
"1886-11-10",10411.81
"1886-11-11",10412.84
"1886-11-12",10413.88
"1886-11-15",10414.91
"1886-11-16",10415.95
"1886-11-17",10416.98
"1886-11-18",10418.02
"1886-11-19",10419.05
"1886-11-22",10420.09
"1886-11-23",10421.13
"1886-11-24",10422.16
"1886-11-26",10423.2
"1886-11-29",10424.24
"1886-11-30",10425.28
"1886-12-01",10426.32
"1886-12-02",10427.36
"1886-12-03",10428.39
"1886-12-06",10429.43
"1886-12-07",10430.47
"1886-12-08",10431.51
"1886-12-09",10432.55
"1886-12-10",10433.59
"1886-12-13",10434.63
"1886-12-14",10435.68
"1886-12-15",10436.72
"1886-12-16",10437.76
"1886-12-17",10438.8
"1886-12-20",10439.84
"1886-12-21",10440.88
"1886-12-22",10441.93
"1886-12-23",10442.97
"1886-12-24",10444.01
"1886-12-27",10445.06
"1886-12-28",10446.1
"1886-12-29",10447.15
"1886-12-30",10448.19
"1886-12-31",10449.23
"1887-01-03",10450.28
"1887-01-04",10451.33
"1887-01-05",10452.37
"1887-01-06",10453.42
"1887-01-07",10454.46
"1887-01-10",10455.51
"1887-01-11",10456.56
"1887-01-12",10457.6
"1887-01-13",10458.65
"1887-01-14",10459.7
"1887-01-17",10460.75
"1887-01-18",10461.8
"1887-01-19",10462.84
"1887-01-20",10463.89
"1887-01-21",10464.94
"1887-01-24",10465.99
"1887-01-25",10467.04
"1887-01-26",10468.09
"1887-01-27",10469.14
"1887-01-28",10470.19
"1887-01-31",10471.24
"1887-02-01",10472.29
"1887-02-02",10473.35
"1887-02-03",10474.4
"1887-02-04",10475.45
"1887-02-07",10476.5
"1887-02-08",10477.56
"1887-02-09",10478.61
"1887-02-10",10479.67
"1887-02-11",10480.72
"1887-02-14",10481.78
"1887-02-15",10482.83
"1887-02-16",10483.89
"1887-02-17",10484.95
"1887-02-18",10486.01
"1887-02-21",10487.07
"1887-02-23",10488.12
"1887-02-24",10489.18
"1887-02-25",10490.24
"1887-02-28",10491.31
"1887-03-01",10492.37
"1887-03-02",10493.43
"1887-03-03",10494.49
"1887-03-04",10495.55
"1887-03-07",10496.62
"1887-03-08",10497.68
"1887-03-09",10498.74
"1887-03-10",10499.81
"1887-03-11",10500.87
"1887-03-14",10501.93
"1887-03-15",10503
"1887-03-16",10504.06
"1887-03-17",10505.13
"1887-03-18",10506.19
"1887-03-21",10507.26
"1887-03-22",10508.33
"1887-03-23",10509.39
"1887-03-24",10510.46
"1887-03-25",10511.53
"1887-03-28",10512.59
"1887-03-29",10513.66
"1887-03-30",10514.73
"1887-03-31",10515.8
"1887-04-01",10516.86
"1887-04-04",10517.93
"1887-04-05",10519
"1887-04-06",10520.07
"1887-04-07",10521.14
"1887-04-11",10522.21
"1887-04-12",10523.28
"1887-04-13",10524.35
"1887-04-14",10525.42
"1887-04-15",10526.5
"1887-04-18",10527.57
"1887-04-19",10528.64
"1887-04-20",10529.71
"1887-04-21",10530.78
"1887-04-22",10531.86
"1887-04-25",10532.93
"1887-04-26",10534
"1887-04-27",10535.08
"1887-04-28",10536.15
"1887-04-29",10537.22
"1887-05-02",10538.3
"1887-05-03",10539.37
"1887-05-04",10540.45
"1887-05-05",10541.53
"1887-05-06",10542.6
"1887-05-09",10543.68
"1887-05-10",10544.75
"1887-05-11",10545.83
"1887-05-12",10546.91
"1887-05-13",10547.98
"1887-05-16",10549.06
"1887-05-17",10550.14
"1887-05-18",10551.22
"1887-05-19",10552.3
"1887-05-20",10553.38
"1887-05-23",10554.46
"1887-05-24",10555.53
"1887-05-25",10556.61
"1887-05-26",10557.69
"1887-05-27",10558.77
"1887-05-31",10559.86
"1887-06-01",10560.94
"1887-06-02",10562.02
"1887-06-03",10563.1
"1887-06-06",10564.18
"1887-06-07",10565.27
"1887-06-08",10566.35
"1887-06-09",10567.43
"1887-06-10",10568.52
"1887-06-13",10569.6
"1887-06-14",10570.69
"1887-06-15",10571.78
"1887-06-16",10572.86
"1887-06-17",10573.95
"1887-06-20",10575.04
"1887-06-21",10576.13
"1887-06-22",10577.21
"1887-06-23",10578.3
"1887-06-24",10579.39
"1887-06-27",10580.48
"1887-06-28",10581.57
"1887-06-29",10582.67
"1887-06-30",10583.76
"1887-07-01",10584.85
"1887-07-05",10585.94
"1887-07-06",10587.03
"1887-07-07",10588.13
"1887-07-08",10589.22
"1887-07-11",10590.31
"1887-07-12",10591.41
"1887-07-13",10592.5
"1887-07-14",10593.6
"1887-07-15",10594.69
"1887-07-18",10595.79
"1887-07-19",10596.88
"1887-07-20",10597.98
"1887-07-21",10599.08
"1887-07-22",10600.17
"1887-07-25",10601.27
"1887-07-26",10602.37
"1887-07-27",10603.46
"1887-07-28",10604.56
"1887-07-29",10605.66
"1887-08-01",10606.76
"1887-08-02",10607.86
"1887-08-03",10608.96
"1887-08-04",10610.05
"1887-08-05",10611.15
"1887-08-08",10612.25
"1887-08-09",10613.35
"1887-08-10",10614.45
"1887-08-11",10615.56
"1887-08-12",10616.66
"1887-08-15",10617.76
"1887-08-16",10618.86
"1887-08-17",10619.96
"1887-08-18",10621.06
"1887-08-19",10622.17
"1887-08-22",10623.27
"1887-08-23",10624.37
"1887-08-24",10625.48
"1887-08-25",10626.58
"1887-08-26",10627.68
"1887-08-29",10628.79
"1887-08-30",10629.89
"1887-08-31",10631
"1887-09-01",10632.1
"1887-09-02",10633.21
"1887-09-06",10634.32
"1887-09-07",10635.42
"1887-09-08",10636.53
"1887-09-09",10637.64
"1887-09-12",10638.74
"1887-09-13",10639.85
"1887-09-14",10640.96
"1887-09-15",10642.07
"1887-09-16",10643.18
"1887-09-19",10644.28
"1887-09-20",10645.39
"1887-09-21",10646.5
"1887-09-22",10647.61
"1887-09-23",10648.72
"1887-09-26",10649.83
"1887-09-27",10650.95
"1887-09-28",10652.06
"1887-09-29",10653.17
"1887-09-30",10654.28
"1887-10-03",10655.39
"1887-10-04",10656.5
"1887-10-05",10657.62
"1887-10-06",10658.73
"1887-10-07",10659.85
"1887-10-10",10660.96
"1887-10-11",10662.08
"1887-10-12",10663.19
"1887-10-13",10664.31
"1887-10-14",10665.42
"1887-10-17",10666.54
"1887-10-18",10667.66
"1887-10-19",10668.78
"1887-10-20",10669.9
"1887-10-21",10671.02
"1887-10-24",10672.14
"1887-10-25",10673.26
"1887-10-26",10674.38
"1887-10-27",10675.5
"1887-10-28",10676.62
"1887-10-31",10677.74
"1887-11-01",10678.86
"1887-11-02",10679.99
"1887-11-03",10681.11
"1887-11-04",10682.23
"1887-11-07",10683.36
"1887-11-09",10684.48
"1887-11-10",10685.61
"1887-11-11",10686.73
"1887-11-14",10687.86
"1887-11-15",10688.98
"1887-11-16",10690.11
"1887-11-17",10691.24
"1887-11-18",10692.36
"1887-11-21",10693.49
"1887-11-22",10694.62
"1887-11-23",10695.75
"1887-11-25",10696.87
"1887-11-28",10698
"1887-11-29",10699.13
"1887-11-30",10700.26
"1887-12-01",10701.39
"1887-12-02",10702.52
"1887-12-05",10703.65
"1887-12-06",10704.78
"1887-12-07",10705.91
"1887-12-08",10707.04
"1887-12-09",10708.17
"1887-12-12",10709.31
"1887-12-13",10710.44
"1887-12-14",10711.57
"1887-12-15",10712.7
"1887-12-16",10713.84
"1887-12-19",10714.97
"1887-12-20",10716.1
"1887-12-21",10717.24
"1887-12-22",10718.37
"1887-12-23",10719.51
"1887-12-27",10720.64
"1887-12-28",10721.78
"1887-12-29",10722.91
"1887-12-30",10724.05
"1888-01-03",10725.18
"1888-01-04",10726.32
"1888-01-05",10727.45
"1888-01-06",10728.59
"1888-01-09",10729.72
"1888-01-10",10730.86
"1888-01-11",10731.99
"1888-01-12",10733.13
"1888-01-13",10734.26
"1888-01-16",10735.39
"1888-01-17",10736.53
"1888-01-18",10737.66
"1888-01-19",10738.79
"1888-01-20",10739.93
"1888-01-23",10741.06
"1888-01-24",10742.19
"1888-01-25",10743.32
"1888-01-26",10744.45
"1888-01-27",10745.58
"1888-01-30",10746.71
"1888-01-31",10747.84
"1888-02-01",10748.97
"1888-02-02",10750.1
"1888-02-03",10751.23
"1888-02-06",10752.36
"1888-02-07",10753.49
"1888-02-08",10754.62
"1888-02-09",10755.75
"1888-02-10",10756.88
"1888-02-13",10758.01
"1888-02-14",10759.13
"1888-02-15",10760.26
"1888-02-16",10761.39
"1888-02-17",10762.51
"1888-02-20",10763.64
"1888-02-21",10764.77
"1888-02-23",10765.89
"1888-02-24",10767.02
"1888-02-27",10768.14
"1888-02-28",10769.27
"1888-02-29",10770.39
"1888-03-01",10771.51
"1888-03-02",10772.64
"1888-03-05",10773.76
"1888-03-06",10774.89
"1888-03-07",10776.01
"1888-03-08",10777.13
"1888-03-09",10778.26
"1888-03-14",10779.38
"1888-03-15",10780.5
"1888-03-16",10781.63
"1888-03-19",10782.75
"1888-03-20",10783.87
"1888-03-21",10784.99
"1888-03-22",10786.12
"1888-03-23",10787.24
"1888-03-26",10788.36
"1888-03-27",10789.48
"1888-03-28",10790.61
"1888-03-29",10791.73
"1888-04-02",10792.85
"1888-04-03",10793.97
"1888-04-04",10795.09
"1888-04-05",10796.21
"1888-04-06",10797.34
"1888-04-09",10798.46
"1888-04-10",10799.58
"1888-04-11",10800.7
"1888-04-12",10801.82
"1888-04-13",10802.94
"1888-04-16",10804.05
"1888-04-17",10805.17
"1888-04-18",10806.29
"1888-04-19",10807.41
"1888-04-20",10808.53
"1888-04-23",10809.65
"1888-04-24",10810.76
"1888-04-25",10811.88
"1888-04-26",10813
"1888-04-27",10814.11
"1888-04-30",10815.23
"1888-05-01",10816.35
"1888-05-02",10817.46
"1888-05-03",10818.58
"1888-05-04",10819.69
"1888-05-07",10820.81
"1888-05-08",10821.92
"1888-05-09",10823.04
"1888-05-10",10824.15
"1888-05-11",10825.26
"1888-05-14",10826.38
"1888-05-15",10827.49
"1888-05-16",10828.6
"1888-05-17",10829.72
"1888-05-18",10830.83
"1888-05-21",10831.94
"1888-05-22",10833.05
"1888-05-23",10834.16
"1888-05-24",10835.28
"1888-05-25",10836.39
"1888-05-28",10837.5
"1888-05-29",10838.61
"1888-05-31",10839.72
"1888-06-01",10840.83
"1888-06-04",10841.94
"1888-06-05",10843.05
"1888-06-06",10844.15
"1888-06-07",10845.26
"1888-06-08",10846.37
"1888-06-11",10847.48
"1888-06-12",10848.59
"1888-06-13",10849.69
"1888-06-14",10850.8
"1888-06-15",10851.91
"1888-06-18",10853.01
"1888-06-19",10854.12
"1888-06-20",10855.23
"1888-06-21",10856.33
"1888-06-22",10857.44
"1888-06-25",10858.54
"1888-06-26",10859.65
"1888-06-27",10860.75
"1888-06-28",10861.85
"1888-06-29",10862.96
"1888-07-02",10864.06
"1888-07-03",10865.16
"1888-07-05",10866.27
"1888-07-06",10867.37
"1888-07-09",10868.47
"1888-07-10",10869.57
"1888-07-11",10870.67
"1888-07-12",10871.78
"1888-07-13",10872.88
"1888-07-16",10873.98
"1888-07-17",10875.08
"1888-07-18",10876.18
"1888-07-19",10877.28
"1888-07-20",10878.38
"1888-07-23",10879.48
"1888-07-24",10880.57
"1888-07-25",10881.67
"1888-07-26",10882.77
"1888-07-27",10883.87
"1888-07-30",10884.97
"1888-07-31",10886.06
"1888-08-01",10887.16
"1888-08-02",10888.26
"1888-08-03",10889.36
"1888-08-06",10890.45
"1888-08-07",10891.55
"1888-08-08",10892.64
"1888-08-09",10893.74
"1888-08-10",10894.84
"1888-08-13",10895.93
"1888-08-14",10897.02
"1888-08-15",10898.12
"1888-08-16",10899.21
"1888-08-17",10900.31
"1888-08-20",10901.4
"1888-08-21",10902.49
"1888-08-22",10903.59
"1888-08-23",10904.68
"1888-08-24",10905.77
"1888-08-27",10906.86
"1888-08-28",10907.96
"1888-08-29",10909.05
"1888-08-30",10910.14
"1888-08-31",10911.23
"1888-09-04",10912.32
"1888-09-05",10913.41
"1888-09-06",10914.5
"1888-09-07",10915.59
"1888-09-10",10916.68
"1888-09-11",10917.77
"1888-09-12",10918.86
"1888-09-13",10919.95
"1888-09-14",10921.04
"1888-09-17",10922.13
"1888-09-18",10923.22
"1888-09-19",10924.31
"1888-09-20",10925.4
"1888-09-21",10926.49
"1888-09-24",10927.58
"1888-09-25",10928.67
"1888-09-26",10929.76
"1888-09-27",10930.85
"1888-09-28",10931.94
"1888-10-01",10933.03
"1888-10-02",10934.12
"1888-10-03",10935.21
"1888-10-04",10936.29
"1888-10-05",10937.38
"1888-10-08",10938.47
"1888-10-09",10939.56
"1888-10-10",10940.64
"1888-10-11",10941.73
"1888-10-12",10942.82
"1888-10-15",10943.9
"1888-10-16",10944.99
"1888-10-17",10946.07
"1888-10-18",10947.16
"1888-10-19",10948.25
"1888-10-22",10949.33
"1888-10-23",10950.41
"1888-10-24",10951.5
"1888-10-25",10952.58
"1888-10-26",10953.67
"1888-10-29",10954.75
"1888-10-30",10955.83
"1888-10-31",10956.92
"1888-11-01",10958
"1888-11-02",10959.08
"1888-11-05",10960.16
"1888-11-07",10961.24
"1888-11-08",10962.33
"1888-11-09",10963.41
"1888-11-12",10964.49
"1888-11-13",10965.57
"1888-11-14",10966.65
"1888-11-15",10967.73
"1888-11-16",10968.8
"1888-11-19",10969.88
"1888-11-20",10970.96
"1888-11-21",10972.04
"1888-11-22",10973.12
"1888-11-23",10974.2
"1888-11-26",10975.27
"1888-11-27",10976.35
"1888-11-28",10977.43
"1888-12-03",10978.5
"1888-12-04",10979.58
"1888-12-05",10980.65
"1888-12-06",10981.73
"1888-12-07",10982.8
"1888-12-10",10983.88
"1888-12-11",10984.95
"1888-12-12",10986.02
"1888-12-13",10987.1
"1888-12-14",10988.17
"1888-12-17",10989.24
"1888-12-18",10990.31
"1888-12-19",10991.39
"1888-12-20",10992.46
"1888-12-21",10993.53
"1888-12-24",10994.6
"1888-12-26",10995.67
"1888-12-27",10996.74
"1888-12-28",10997.81
"1888-12-31",10998.88
"1889-01-02",10999.95
"1889-01-03",11001.02
"1889-01-04",11002.09
"1889-01-07",11003.16
"1889-01-08",11004.23
"1889-01-09",11005.3
"1889-01-10",11006.37
"1889-01-11",11007.44
"1889-01-14",11008.51
"1889-01-15",11009.58
"1889-01-16",11010.65
"1889-01-17",11011.72
"1889-01-18",11012.79
"1889-01-21",11013.86
"1889-01-22",11014.93
"1889-01-23",11016
"1889-01-24",11017.08
"1889-01-25",11018.15
"1889-01-28",11019.22
"1889-01-29",11020.29
"1889-01-30",11021.36
"1889-01-31",11022.43
"1889-02-01",11023.5
"1889-02-04",11024.58
"1889-02-05",11025.65
"1889-02-06",11026.72
"1889-02-07",11027.79
"1889-02-08",11028.86
"1889-02-11",11029.94
"1889-02-12",11031.01
"1889-02-13",11032.08
"1889-02-14",11033.15
"1889-02-15",11034.23
"1889-02-18",11035.3
"1889-02-19",11036.37
"1889-02-20",11037.44
"1889-02-21",11038.52
"1889-02-25",11039.59
"1889-02-26",11040.66
"1889-02-27",11041.74
"1889-02-28",11042.81
"1889-03-01",11043.88
"1889-03-04",11044.96
"1889-03-05",11046.03
"1889-03-06",11047.1
"1889-03-07",11048.18
"1889-03-08",11049.25
"1889-03-11",11050.32
"1889-03-12",11051.4
"1889-03-13",11052.47
"1889-03-14",11053.54
"1889-03-15",11054.61
"1889-03-18",11055.69
"1889-03-19",11056.76
"1889-03-20",11057.83
"1889-03-21",11058.9
"1889-03-22",11059.98
"1889-03-25",11061.05
"1889-03-26",11062.12
"1889-03-27",11063.19
"1889-03-28",11064.26
"1889-03-29",11065.33
"1889-04-01",11066.41
"1889-04-02",11067.48
"1889-04-03",11068.55
"1889-04-04",11069.62
"1889-04-05",11070.69
"1889-04-08",11071.76
"1889-04-09",11072.84
"1889-04-10",11073.91
"1889-04-11",11074.98
"1889-04-12",11076.05
"1889-04-15",11077.13
"1889-04-16",11078.2
"1889-04-17",11079.27
"1889-04-18",11080.34
"1889-04-22",11081.42
"1889-04-23",11082.49
"1889-04-24",11083.56
"1889-04-25",11084.64
"1889-04-26",11085.71
"1889-05-02",11086.78
"1889-05-03",11087.86
"1889-05-06",11088.93
"1889-05-07",11090
"1889-05-08",11091.08
"1889-05-09",11092.15
"1889-05-10",11093.22
"1889-05-13",11094.3
"1889-05-14",11095.37
"1889-05-15",11096.45
"1889-05-16",11097.52
"1889-05-17",11098.6
"1889-05-20",11099.67
"1889-05-21",11100.75
"1889-05-22",11101.82
"1889-05-23",11102.9
"1889-05-24",11103.97
"1889-05-27",11105.05
"1889-05-28",11106.12
"1889-05-29",11107.2
"1889-05-31",11108.27
"1889-06-03",11109.35
"1889-06-04",11110.42
"1889-06-05",11111.5
"1889-06-06",11112.57
"1889-06-07",11113.65
"1889-06-10",11114.73
"1889-06-11",11115.8
"1889-06-12",11116.88
"1889-06-13",11117.96
"1889-06-14",11119.03
"1889-06-17",11120.11
"1889-06-18",11121.19
"1889-06-19",11122.26
"1889-06-20",11123.34
"1889-06-21",11124.42
"1889-06-24",11125.49
"1889-06-25",11126.57
"1889-06-26",11127.65
"1889-06-27",11128.73
