"Date","GOLDX"
"1979-08-06",12508.85
"1979-08-07",12615.04
"1979-08-08",12787.61
"1979-08-09",13146.02
"1979-08-10",13442.48
"1979-08-13",13221.24
"1979-08-14",12920.35
"1979-08-15",13358.41
"1979-08-16",13181.42
"1979-08-17",13300.88
"1979-08-20",13221.24
"1979-08-21",13296.46
"1979-08-22",13761.06
"1979-08-23",13721.24
"1979-08-24",13929.2
"1979-08-27",13929.2
"1979-08-28",14017.7
"1979-08-29",13946.9
"1979-08-30",14123.89
"1979-08-31",13942.48
"1979-09-04",14380.53
"1979-09-05",14557.52
"1979-09-06",14845.13
"1979-09-07",14566.37
"1979-09-10",14880.53
"1979-09-11",15022.12
"1979-09-12",14915.93
"1979-09-13",14734.51
"1979-09-14",15300.88
"1979-09-17",15566.37
"1979-09-18",16628.32
"1979-09-19",16327.43
"1979-09-20",16814.16
"1979-09-21",16327.43
"1979-09-24",16831.86
"1979-09-25",16668.14
"1979-09-26",16539.82
"1979-09-27",17500
"1979-09-28",17579.65
"1979-10-01",18353.98
"1979-10-02",18849.56
"1979-10-03",17787.61
"1979-10-04",16991.15
"1979-10-05",17035.4
"1979-10-08",16460.18
"1979-10-09",17070.8
"1979-10-10",18274.34
"1979-10-11",17765.49
"1979-10-12",17477.88
"1979-10-15",17827.43
"1979-10-16",17446.9
"1979-10-17",17079.65
"1979-10-18",16836.28
"1979-10-19",17389.38
"1979-10-22",17345.13
"1979-10-23",17035.4
"1979-10-24",17477.88
"1979-10-25",17336.28
"1979-10-26",16592.92
"1979-10-29",16548.67
"1979-10-30",16707.96
"1979-10-31",16902.65
"1979-11-01",16747.79
"1979-11-02",16495.58
"1979-11-05",16858.41
"1979-11-06",17004.42
"1979-11-07",17477.88
"1979-11-08",17234.51
"1979-11-09",17234.51
"1979-11-12",17402.65
"1979-11-13",17132.74
"1979-11-14",17256.64
"1979-11-15",17079.65
"1979-11-16",17274.34
"1979-11-19",17252.21
"1979-11-20",17159.29
"1979-11-21",17530.97
"1979-11-23",17345.13
"1979-11-26",17491.15
"1979-11-27",17424.78
"1979-11-28",18194.69
"1979-11-29",18216.81
"1979-11-30",18393.81
"1979-12-03",18973.45
"1979-12-04",19079.65
"1979-12-05",18867.26
"1979-12-06",19194.69
"1979-12-07",19044.25
"1979-12-10",19079.65
"1979-12-11",19712.39
"1979-12-12",19747.79
"1979-12-13",20300.88
"1979-12-14",20212.39
"1979-12-17",20774.34
"1979-12-18",21141.59
"1979-12-19",21615.04
"1979-12-20",20862.83
"1979-12-21",20933.63
"1979-12-24",20933.63
"1979-12-26",20933.63
"1979-12-27",20933.63
"1979-12-28",22654.87
"1979-12-31",22654.87
"1980-01-02",24756.64
"1980-01-03",28053.1
"1980-01-04",26017.7
"1980-01-07",28030.97
"1980-01-08",26991.15
"1980-01-09",26867.26
"1980-01-10",26676.99
"1980-01-11",27566.37
"1980-01-14",29203.54
"1980-01-15",30265.49
"1980-01-16",33628.32
"1980-01-17",33185.84
"1980-01-18",36946.9
"1980-01-21",37610.62
"1980-01-22",32632.74
"1980-01-23",30752.21
"1980-01-24",31725.66
"1980-01-25",29557.52
"1980-01-28",27610.62
"1980-01-29",29836.28
"1980-01-30",30575.22
"1980-01-31",28893.81
"1980-02-01",29933.63
"1980-02-04",29637.17
"1980-02-05",30176.99
"1980-02-06",31371.68
"1980-02-07",30942.48
"1980-02-08",30619.47
"1980-02-11",31438.05
"1980-02-12",30730.09
"1980-02-13",30831.86
"1980-02-14",30176.99
"1980-02-15",29513.27
"1980-02-19",28862.83
"1980-02-20",26814.16
"1980-02-21",29424.78
"1980-02-22",27876.11
"1980-02-25",27278.76
"1980-02-26",28420.35
"1980-02-27",28141.59
"1980-02-28",28584.07
"1980-02-29",28185.84
"1980-03-03",28044.25
"1980-03-04",27933.63
"1980-03-05",28473.45
"1980-03-06",27699.12
"1980-03-07",26946.9
"1980-03-10",25884.96
"1980-03-11",25234.51
"1980-03-12",25915.93
"1980-03-13",24623.89
"1980-03-14",23141.59
"1980-03-17",21415.93
"1980-03-18",21305.31
"1980-03-19",23318.58
"1980-03-20",24823.01
"1980-03-21",23230.09
"1980-03-24",24703.54
"1980-03-25",24216.81
"1980-03-26",22455.75
"1980-03-27",21473.45
"1980-03-28",21681.42
"1980-03-31",21880.53
"1980-04-01",22544.25
"1980-04-02",22146.02
"1980-04-03",21495.58
"1980-04-07",21495.58
"1980-04-08",23362.83
"1980-04-09",24513.27
"1980-04-10",23274.34
"1980-04-11",23473.45
"1980-04-14",23442.48
"1980-04-15",22013.27
"1980-04-16",23008.85
"1980-04-17",22699.12
"1980-04-18",22814.16
"1980-04-21",22389.38
"1980-04-22",22230.09
"1980-04-23",22411.5
"1980-04-24",22818.58
"1980-04-25",24402.65
"1980-04-28",23199.12
"1980-04-29",22734.51
"1980-04-30",22920.35
"1980-05-01",21681.42
"1980-05-02",22676.99
"1980-05-05",22676.99
"1980-05-06",22676.99
"1980-05-07",22566.37
"1980-05-08",22823.01
"1980-05-09",22491.15
"1980-05-12",22712.39
"1980-05-13",22654.87
"1980-05-14",23230.09
"1980-05-15",22876.11
"1980-05-16",22853.98
"1980-05-19",22734.51
"1980-05-20",22469.03
"1980-05-21",22721.24
"1980-05-22",22168.14
"1980-05-23",22623.89
"1980-05-27",22778.76
"1980-05-28",23296.46
"1980-05-29",22991.15
"1980-05-30",23694.69
"1980-06-02",24845.13
"1980-06-03",24446.9
"1980-06-04",25287.61
"1980-06-05",25743.36
"1980-06-06",26415.93
"1980-06-09",27601.77
"1980-06-10",26725.66
"1980-06-11",26371.68
"1980-06-12",26106.19
"1980-06-13",26920.35
"1980-06-16",26327.43
"1980-06-17",26185.84
"1980-06-18",26659.29
"1980-06-19",26504.42
"1980-06-20",26676.99
"1980-06-23",26393.81
"1980-06-24",26681.42
"1980-06-25",27544.25
"1980-06-26",27632.74
"1980-06-27",28207.96
"1980-06-30",28915.93
"1980-07-01",29203.54
"1980-07-02",29269.91
"1980-07-03",29358.41
"1980-07-07",29535.4
"1980-07-08",30420.35
"1980-07-09",29690.27
"1980-07-10",29048.67
"1980-07-11",29513.27
"1980-07-14",28761.06
"1980-07-15",27411.5
"1980-07-16",27646.02
"1980-07-17",27756.64
"1980-07-18",26814.16
"1980-07-21",27323.01
"1980-07-22",27123.89
"1980-07-23",27933.63
"1980-07-24",28451.33
"1980-07-25",28840.71
"1980-07-28",28473.45
"1980-07-29",28619.47
"1980-07-30",27831.86
"1980-07-31",27181.42
"1980-08-01",27522.12
"1980-08-04",27911.5
"1980-08-05",27898.23
"1980-08-06",27778.76
"1980-08-07",27853.98
"1980-08-08",27876.11
"1980-08-11",27300.88
"1980-08-12",26769.91
"1980-08-13",27225.66
"1980-08-14",27699.12
"1980-08-15",27632.74
"1980-08-18",27092.92
"1980-08-19",27610.62
"1980-08-20",28088.5
"1980-08-21",28553.1
"1980-08-22",28283.19
"1980-08-25",28283.19
"1980-08-26",27827.43
"1980-08-27",28048.67
"1980-08-28",28110.62
"1980-08-29",27933.63
"1980-09-02",28318.58
"1980-09-03",28176.99
"1980-09-04",28641.59
"1980-09-05",28805.31
"1980-09-08",29734.51
"1980-09-09",29668.14
"1980-09-10",30376.11
"1980-09-11",29823.01
"1980-09-12",30331.86
"1980-09-15",29491.15
"1980-09-16",29557.52
"1980-09-17",29778.76
"1980-09-18",29734.51
"1980-09-19",29823.01
"1980-09-22",31415.93
"1980-09-23",31460.18
"1980-09-24",31438.05
"1980-09-25",30876.11
"1980-09-26",30920.35
"1980-09-29",30057.52
"1980-09-30",29504.42
"1980-10-01",30176.99
"1980-10-02",29460.18
"1980-10-03",29225.66
"1980-10-06",29889.38
"1980-10-07",30008.85
"1980-10-08",29955.75
"1980-10-09",30530.97
"1980-10-10",30323.01
"1980-10-13",30079.65
"1980-10-14",29579.65
"1980-10-15",30000
"1980-10-16",29823.01
"1980-10-17",29668.14
"1980-10-20",29070.8
"1980-10-21",28871.68
"1980-10-22",29203.54
"1980-10-23",28075.22
"1980-10-24",28008.85
"1980-10-27",28199.12
"1980-10-28",27955.75
"1980-10-29",28495.58
"1980-10-30",28429.2
"1980-10-31",27831.86
"1980-11-03",28340.71
"1980-11-05",28849.56
"1980-11-06",27964.6
"1980-11-07",26371.68
"1980-11-10",27101.77
"1980-11-11",26482.3
"1980-11-12",27411.5
"1980-11-13",27522.12
"1980-11-14",27101.77
"1980-11-17",27070.8
"1980-11-18",27389.38
"1980-11-19",27867.26
"1980-11-20",27898.23
"1980-11-21",28088.5
"1980-11-24",27920.35
"1980-11-25",27269.91
"1980-11-26",27566.37
"1980-11-28",27424.78
"1980-12-01",28097.35
"1980-12-02",27743.36
"1980-12-03",27756.64
"1980-12-04",27942.48
"1980-12-05",27300.88
"1980-12-08",27314.16
"1980-12-09",26725.66
"1980-12-10",25619.47
"1980-12-11",24690.27
"1980-12-12",24902.65
"1980-12-15",25619.47
"1980-12-16",24823.01
"1980-12-17",25464.6
"1980-12-18",25376.11
"1980-12-19",25442.48
"1980-12-22",26318.58
"1980-12-23",26659.29
"1980-12-24",26659.29
"1980-12-26",26659.29
"1980-12-29",26274.34
"1980-12-30",26097.35
"1980-12-31",26097.35
"1981-01-02",26097.35
"1981-01-05",26438.05
"1981-01-06",26517.7
"1981-01-07",25884.96
"1981-01-08",25433.63
"1981-01-09",25566.37
"1981-01-12",24867.26
"1981-01-13",24902.65
"1981-01-14",24623.89
"1981-01-15",25287.61
"1981-01-16",24814.16
"1981-01-19",25079.65
"1981-01-20",24867.26
"1981-01-21",25575.22
"1981-01-22",24955.75
"1981-01-23",24469.03
"1981-01-26",23384.96
"1981-01-27",23185.84
"1981-01-28",23163.72
"1981-01-29",21849.56
"1981-01-30",22411.5
"1981-02-02",21836.28
"1981-02-03",21517.7
"1981-02-04",22345.13
"1981-02-05",22057.52
"1981-02-06",22146.02
"1981-02-09",22676.99
"1981-02-10",22986.73
"1981-02-11",22168.14
"1981-02-12",21694.69
"1981-02-13",21747.79
"1981-02-17",22159.29
"1981-02-18",22345.13
"1981-02-19",22269.91
"1981-02-20",22632.74
"1981-02-23",22190.27
"1981-02-24",22256.64
"1981-02-25",22146.02
"1981-02-26",21769.91
"1981-02-27",21637.17
"1981-03-02",20597.35
"1981-03-03",20840.71
"1981-03-04",20597.35
"1981-03-05",20420.35
"1981-03-06",20663.72
"1981-03-09",20986.73
"1981-03-10",21561.95
"1981-03-11",21075.22
"1981-03-12",21150.44
"1981-03-13",21769.91
"1981-03-16",22115.04
"1981-03-17",21827.43
"1981-03-18",22389.38
"1981-03-19",22566.37
"1981-03-20",22867.26
"1981-03-23",23274.34
"1981-03-24",23730.09
"1981-03-25",23362.83
"1981-03-26",23871.68
"1981-03-27",23840.71
"1981-03-30",23296.46
"1981-03-31",22734.51
"1981-04-01",22756.64
"1981-04-02",22986.73
"1981-04-03",23141.59
"1981-04-06",23619.47
"1981-04-07",22756.64
"1981-04-08",22500
"1981-04-09",22256.64
"1981-04-10",21836.28
"1981-04-13",20964.6
"1981-04-14",21371.68
"1981-04-15",21075.22
"1981-04-16",21349.56
"1981-04-20",21349.56
"1981-04-21",21283.19
"1981-04-22",22168.14
"1981-04-23",21615.04
"1981-04-24",21880.53
"1981-04-27",21371.68
"1981-04-28",21362.83
"1981-04-29",21119.47
"1981-04-30",21362.83
"1981-05-01",21570.8
"1981-05-04",21570.8
"1981-05-05",21075.22
"1981-05-06",21327.43
"1981-05-07",21141.59
"1981-05-08",21495.58
"1981-05-11",21814.16
"1981-05-12",21415.93
"1981-05-13",21429.2
"1981-05-14",21084.07
"1981-05-15",21460.18
"1981-05-18",21318.58
"1981-05-19",21305.31
"1981-05-20",21230.09
"1981-05-21",21017.7
"1981-05-22",20920.35
"1981-05-26",20641.59
"1981-05-27",20654.87
"1981-05-28",21194.69
"1981-05-29",21207.96
"1981-06-01",21384.96
"1981-06-02",20973.45
"1981-06-03",21039.82
"1981-06-04",20464.6
"1981-06-05",20353.98
"1981-06-08",20951.33
"1981-06-09",20376.11
"1981-06-10",20588.5
"1981-06-11",20544.25
"1981-06-12",20884.96
"1981-06-15",20876.11
"1981-06-16",20420.35
"1981-06-17",20433.63
"1981-06-18",20309.73
"1981-06-19",20278.76
"1981-06-22",20442.48
"1981-06-23",20641.59
"1981-06-24",20442.48
"1981-06-25",19756.64
"1981-06-26",19557.52
"1981-06-29",18973.45
"1981-06-30",18849.56
"1981-07-01",18672.57
"1981-07-02",18340.71
"1981-07-06",17867.26
"1981-07-07",17920.35
"1981-07-08",17601.77
"1981-07-09",17977.88
"1981-07-10",18429.2
"1981-07-13",18274.34
"1981-07-14",17800.88
"1981-07-15",18243.36
"1981-07-16",18508.85
"1981-07-17",18362.83
"1981-07-20",18252.21
"1981-07-21",17964.6
"1981-07-22",18207.96
"1981-07-23",18044.25
"1981-07-24",18030.97
"1981-07-27",18088.5
"1981-07-28",17765.49
"1981-07-29",17765.49
"1981-07-30",17800.88
"1981-07-31",17964.6
"1981-08-03",17367.26
"1981-08-04",17314.16
"1981-08-05",17362.83
"1981-08-06",17402.65
"1981-08-07",17579.65
"1981-08-10",17424.78
"1981-08-11",17743.36
"1981-08-12",18473.45
"1981-08-13",18022.12
"1981-08-14",18274.34
"1981-08-17",18207.96
"1981-08-18",18584.07
"1981-08-19",19092.92
"1981-08-20",18982.3
"1981-08-21",19004.42
"1981-08-24",18672.57
"1981-08-25",18132.74
"1981-08-26",18318.58
"1981-08-27",18221.24
"1981-08-28",18805.31
"1981-08-31",18805.31
"1981-09-01",18650.44
"1981-09-02",19026.55
"1981-09-03",19314.16
"1981-09-04",19446.9
"1981-09-08",19424.78
"1981-09-09",19327.43
"1981-09-10",19977.88
"1981-09-11",19836.28
"1981-09-14",19969.03
"1981-09-15",20176.99
"1981-09-16",19867.26
"1981-09-17",20309.73
"1981-09-18",19778.76
"1981-09-21",20508.85
"1981-09-22",20442.48
"1981-09-23",20199.12
"1981-09-24",19747.79
"1981-09-25",19933.63
"1981-09-28",18650.44
"1981-09-29",19106.19
"1981-09-30",18973.45
"1981-10-01",19327.43
"1981-10-02",19247.79
"1981-10-05",19526.55
"1981-10-06",19601.77
"1981-10-07",19712.39
"1981-10-08",19615.04
"1981-10-09",20066.37
"1981-10-12",19889.38
"1981-10-13",19615.04
"1981-10-14",19659.29
"1981-10-15",19765.49
"1981-10-16",19637.17
"1981-10-19",19323.01
"1981-10-20",19349.56
"1981-10-21",18982.3
"1981-10-22",19194.69
"1981-10-23",19137.17
"1981-10-26",18849.56
"1981-10-27",18911.5
"1981-10-28",19061.95
"1981-10-29",18783.19
"1981-10-30",18893.81
"1981-11-02",19026.55
"1981-11-03",18951.33
"1981-11-04",19084.07
"1981-11-05",18960.18
"1981-11-06",18951.33
"1981-11-09",19017.7
"1981-11-10",18517.7
"1981-11-11",18230.09
"1981-11-12",18207.96
"1981-11-13",18252.21
"1981-11-16",17889.38
"1981-11-17",17646.02
"1981-11-18",17867.26
"1981-11-19",17743.36
"1981-11-20",17765.49
"1981-11-23",17557.52
"1981-11-24",17668.14
"1981-11-25",18119.47
"1981-11-27",18207.96
"1981-11-30",18340.71
"1981-12-01",17809.73
"1981-12-02",18000
"1981-12-03",18429.2
"1981-12-04",18849.56
"1981-12-07",18442.48
"1981-12-08",18376.11
"1981-12-09",18154.87
"1981-12-10",17942.48
"1981-12-11",18132.74
"1981-12-14",18473.45
"1981-12-15",18287.61
"1981-12-16",18442.48
"1981-12-17",18420.35
"1981-12-18",18398.23
"1981-12-21",18163.72
"1981-12-22",17681.42
"1981-12-23",17716.81
"1981-12-24",17716.81
"1981-12-28",17716.81
"1981-12-29",17477.88
"1981-12-30",17588.5
"1981-12-31",17588.5
"1982-01-04",17477.88
"1982-01-05",17853.98
"1982-01-06",17765.49
"1982-01-07",17544.25
"1982-01-08",17712.39
"1982-01-11",17181.42
"1982-01-12",17212.39
"1982-01-13",16814.16
"1982-01-14",16584.07
"1982-01-15",16783.19
"1982-01-18",16539.82
"1982-01-19",16606.19
"1982-01-20",16438.05
"1982-01-21",16637.17
"1982-01-22",16694.69
"1982-01-25",16460.18
"1982-01-26",16659.29
"1982-01-27",16893.81
"1982-01-28",16969.03
"1982-01-29",17123.89
"1982-02-01",16792.04
"1982-02-02",16778.76
"1982-02-03",16725.66
"1982-02-04",16982.3
"1982-02-05",17004.42
"1982-02-08",16805.31
"1982-02-09",16747.79
"1982-02-10",16911.5
"1982-02-11",16814.16
"1982-02-12",16703.54
"1982-02-16",16606.19
"1982-02-17",16548.67
"1982-02-18",16340.71
"1982-02-19",16340.71
"1982-02-22",16119.47
"1982-02-23",15973.45
"1982-02-24",16053.1
"1982-02-25",16216.81
"1982-02-26",16044.25
"1982-03-01",15986.73
"1982-03-02",15986.73
"1982-03-03",15654.87
"1982-03-04",15331.86
"1982-03-05",15150.44
"1982-03-08",14623.89
"1982-03-09",14570.8
"1982-03-10",14734.51
"1982-03-11",14681.42
"1982-03-12",14305.31
"1982-03-15",13805.31
"1982-03-16",14358.41
"1982-03-17",13982.3
"1982-03-18",14159.29
"1982-03-19",13973.45
"1982-03-22",14194.69
"1982-03-23",14570.8
"1982-03-24",14681.42
"1982-03-25",14504.42
"1982-03-26",14261.06
"1982-03-29",14092.92
"1982-03-30",14349.56
"1982-03-31",14159.29
"1982-04-01",14469.03
"1982-04-02",14504.42
"1982-04-05",14933.63
"1982-04-06",15287.61
"1982-04-07",15663.72
"1982-04-08",15553.1
"1982-04-12",15553.1
"1982-04-13",15641.59
"1982-04-14",16230.09
"1982-04-15",16075.22
"1982-04-16",16053.1
"1982-04-19",15796.46
"1982-04-20",15176.99
"1982-04-21",15345.13
"1982-04-22",15265.49
"1982-04-23",15588.5
"1982-04-26",15796.46
"1982-04-27",15566.37
"1982-04-28",15685.84
"1982-04-29",15433.63
"1982-04-30",15986.73
"1982-05-03",15986.73
"1982-05-04",15123.89
"1982-05-05",14973.45
"1982-05-06",14800.88
"1982-05-07",14814.16
"1982-05-10",14557.52
"1982-05-11",14703.54
"1982-05-12",14668.14
"1982-05-13",14646.02
"1982-05-14",14747.79
"1982-05-17",14977.88
"1982-05-18",14955.75
"1982-05-19",15132.74
"1982-05-20",15154.87
"1982-05-21",14977.88
"1982-05-24",14557.52
"1982-05-25",14508.85
"1982-05-26",14615.04
"1982-05-27",14349.56
"1982-05-28",14393.81
"1982-06-01",14106.19
"1982-06-02",14092.92
"1982-06-03",14176.99
"1982-06-04",14106.19
"1982-06-07",14393.81
"1982-06-08",14548.67
"1982-06-09",14424.78
"1982-06-10",14460.18
"1982-06-11",14393.81
"1982-06-14",14194.69
"1982-06-15",13938.05
"1982-06-16",14026.55
"1982-06-17",13672.57
"1982-06-18",13663.72
"1982-06-21",13132.74
"1982-06-22",13451.33
"1982-06-23",13451.33
"1982-06-24",13730.09
"1982-06-25",13517.7
"1982-06-28",13442.48
"1982-06-29",13672.57
"1982-06-30",14048.67
"1982-07-01",13730.09
"1982-07-02",13840.71
"1982-07-06",13761.06
"1982-07-07",13575.22
"1982-07-08",13871.68
"1982-07-09",14535.4
"1982-07-12",15176.99
"1982-07-13",15597.35
"1982-07-14",15610.62
"1982-07-15",15500
"1982-07-16",15353.98
"1982-07-19",15376.11
"1982-07-20",15389.38
"1982-07-21",16216.81
"1982-07-22",15619.47
"1982-07-23",16075.22
"1982-07-26",15588.5
"1982-07-27",15544.25
"1982-07-28",15353.98
"1982-07-29",15154.87
"1982-07-30",15172.57
"1982-08-02",15548.67
"1982-08-03",15455.75
"1982-08-04",15323.01
"1982-08-05",15331.86
"1982-08-06",15256.64
"1982-08-09",14867.26
"1982-08-10",14969.03
"1982-08-11",14756.64
"1982-08-12",14814.16
"1982-08-13",14955.75
"1982-08-16",15123.89
"1982-08-17",14946.9
"1982-08-18",15831.86
"1982-08-19",15783.19
"1982-08-20",17101.77
"1982-08-23",17455.75
"1982-08-24",18044.25
"1982-08-25",17743.36
"1982-08-26",18451.33
"1982-08-27",18495.58
"1982-08-30",18495.58
"1982-08-31",18207.96
"1982-09-01",17933.63
"1982-09-02",18132.74
"1982-09-03",20132.74
"1982-09-07",21283.19
"1982-09-08",20265.49
"1982-09-09",20619.47
"1982-09-10",20044.25
"1982-09-13",19424.78
"1982-09-14",20101.77
"1982-09-15",19615.04
"1982-09-16",19845.13
"1982-09-17",19535.4
"1982-09-20",18774.34
"1982-09-21",18871.68
"1982-09-22",19637.17
"1982-09-23",19287.61
"1982-09-24",19070.8
"1982-09-27",18309.73
"1982-09-28",18163.72
"1982-09-29",18132.74
"1982-09-30",17566.37
"1982-10-01",17787.61
"1982-10-04",17146.02
"1982-10-05",17269.91
"1982-10-06",17876.11
"1982-10-07",18517.7
"1982-10-08",19159.29
"1982-10-11",19026.55
"1982-10-12",19526.55
"1982-10-13",18973.45
"1982-10-14",19823.01
"1982-10-15",19137.17
"1982-10-18",18951.33
"1982-10-19",19535.4
"1982-10-20",18672.57
"1982-10-21",19137.17
"1982-10-22",18938.05
"1982-10-25",18522.12
"1982-10-26",18553.1
"1982-10-27",18486.73
"1982-10-28",18508.85
"1982-10-29",18730.09
"1982-11-01",18907.08
"1982-11-02",19070.8
"1982-11-03",18915.93
"1982-11-04",18796.46
"1982-11-05",18473.45
"1982-11-08",18022.12
"1982-11-09",18110.62
"1982-11-10",18185.84
"1982-11-11",17756.64
"1982-11-12",17610.62
"1982-11-15",17845.13
"1982-11-16",18030.97
"1982-11-17",18252.21
"1982-11-18",18075.22
"1982-11-19",18477.88
"1982-11-22",18163.72
"1982-11-23",17964.6
"1982-11-24",18110.62
"1982-11-26",18486.73
"1982-11-29",19203.54
"1982-11-30",19292.04
"1982-12-01",19482.3
"1982-12-02",19747.79
"1982-12-03",19526.55
"1982-12-06",19703.54
"1982-12-07",20110.62
"1982-12-08",19690.27
"1982-12-09",19358.41
"1982-12-10",19283.19
"1982-12-13",19415.93
"1982-12-14",19884.96
"1982-12-15",19358.41
"1982-12-16",19482.3
"1982-12-17",19336.28
"1982-12-20",19482.3
"1982-12-21",19570.8
"1982-12-22",19792.04
"1982-12-23",19725.66
"1982-12-27",19725.66
"1982-12-28",19725.66
"1982-12-29",20376.11
"1982-12-30",20216.81
"1982-12-31",20216.81
"1983-01-03",20216.81
"1983-01-04",19889.38
"1983-01-05",20088.5
"1983-01-06",20110.62
"1983-01-07",20575.22
"1983-01-10",20973.45
"1983-01-11",21438.05
"1983-01-12",21261.06
"1983-01-13",21606.19
"1983-01-14",21384.96
"1983-01-17",22057.52
"1983-01-18",21460.18
"1983-01-19",21924.78
"1983-01-20",21561.95
"1983-01-21",21460.18
"1983-01-24",21061.95
"1983-01-25",21628.32
"1983-01-26",21526.55
"1983-01-27",21969.03
"1983-01-28",21849.56
"1983-01-31",22101.77
"1983-02-01",22500
"1983-02-02",22048.67
"1983-02-03",22278.76
"1983-02-04",22057.52
"1983-02-07",21694.69
"1983-02-08",22004.42
"1983-02-09",21783.19
"1983-02-10",21946.9
"1983-02-11",22323.01
"1983-02-14",22146.02
"1983-02-15",22535.4
"1983-02-16",22500
"1983-02-17",22336.28
"1983-02-18",22278.76
"1983-02-22",21482.3
"1983-02-23",20809.73
"1983-02-24",21017.7
"1983-02-25",20566.37
"1983-02-28",18075.22
"1983-03-01",18318.58
"1983-03-02",19026.55
"1983-03-03",19004.42
"1983-03-04",18252.21
"1983-03-07",18619.47
"1983-03-08",18473.45
"1983-03-09",18849.56
"1983-03-10",19238.94
"1983-03-11",18606.19
"1983-03-14",18960.18
"1983-03-15",19225.66
"1983-03-16",18539.82
"1983-03-17",18429.2
"1983-03-18",18663.72
"1983-03-21",18340.71
"1983-03-22",18641.59
"1983-03-23",18141.59
"1983-03-24",18384.96
"1983-03-25",18221.24
"1983-03-28",18088.5
"1983-03-29",18265.49
"1983-03-30",18495.58
"1983-03-31",18353.98
