"Date","KMLMX"
"1992-10-27",10095.56
"1992-10-28",10108.27
"1992-10-29",10055.54
"1992-10-30",10036.17
"1992-11-02",10035.62
"1992-11-03",10035.35
"1992-11-04",9995.72
"1992-11-05",10005.64
"1992-11-06",9879.03
"1992-11-09",9967.08
"1992-11-10",9996.32
"1992-11-11",9972.8
"1992-11-12",9994.1
"1992-11-13",9927.54
"1992-11-16",9847.51
"1992-11-17",9851.23
"1992-11-18",9875.48
"1992-11-19",9909.22
"1992-11-20",9859.15
"1992-11-23",9838.11
"1992-11-24",9864.72
"1992-11-25",9840.64
"1992-11-27",9776.24
"1992-11-30",9819.95
"1992-12-01",9830.01
"1992-12-02",9836.69
"1992-12-03",9883.57
"1992-12-04",9897.67
"1992-12-07",9854.36
"1992-12-08",9898.28
"1992-12-09",9915.83
"1992-12-10",9908.91
"1992-12-11",9900.88
"1992-12-14",9885.82
"1992-12-15",9888.48
"1992-12-16",9857.47
"1992-12-17",9828.75
"1992-12-18",9838
"1992-12-21",9837.19
"1992-12-22",9915.56
"1992-12-23",9891.79
"1992-12-24",9884.22
"1992-12-28",9883.23
"1992-12-29",9930.91
"1992-12-30",9927.93
"1992-12-31",9933.14
"1993-01-04",9984.03
"1993-01-05",9939.33
"1993-01-06",9976.35
"1993-01-07",9927.26
"1993-01-08",9875.89
"1993-01-11",9872.79
"1993-01-12",9927.29
"1993-01-13",9936.06
"1993-01-14",9945.3
"1993-01-15",9977.02
"1993-01-18",9923.79
"1993-01-19",9925.67
"1993-01-20",9970.63
"1993-01-21",10011.46
"1993-01-22",9968.58
"1993-01-25",9868.03
"1993-01-26",9901.22
"1993-01-27",9931.63
"1993-01-28",9879.91
"1993-01-29",9978.15
"1993-02-01",10109.89
"1993-02-02",10142.61
"1993-02-03",10177.88
"1993-02-04",10134.78
"1993-02-05",10225.41
"1993-02-08",10299.89
"1993-02-09",10327.57
"1993-02-10",10322.33
"1993-02-11",10320.52
"1993-02-12",10431.33
"1993-02-16",10394.07
"1993-02-17",10420.33
"1993-02-18",10454.44
"1993-02-19",10446.03
"1993-02-22",10503.87
"1993-02-23",10494.24
"1993-02-24",10543.64
"1993-02-25",10557.93
"1993-02-26",10576.73
"1993-03-01",10617.08
"1993-03-02",10580.88
"1993-03-03",10616.13
"1993-03-04",10554.63
"1993-03-05",10641.84
"1993-03-08",10695
"1993-03-09",10644.92
"1993-03-10",10659.84
"1993-03-11",10646.28
"1993-03-12",10545.41
"1993-03-15",10622.99
"1993-03-16",10590.23
"1993-03-17",10624.71
"1993-03-18",10576.99
"1993-03-19",10633.79
"1993-03-22",10652.44
"1993-03-23",10616.26
"1993-03-24",10598.08
"1993-03-25",10600.04
"1993-03-26",10529.23
"1993-03-29",10511.22
"1993-03-30",10522.37
"1993-03-31",10519.36
"1993-04-01",10455.58
"1993-04-02",10475.45
"1993-04-05",10455.48
"1993-04-06",10564.04
"1993-04-07",10565.15
"1993-04-08",10608.44
"1993-04-12",10601.21
"1993-04-13",10582.08
"1993-04-14",10601.81
"1993-04-15",10660.65
"1993-04-16",10752.62
"1993-04-19",10753.83
"1993-04-20",10763.82
"1993-04-21",10838.65
"1993-04-22",10921.56
"1993-04-23",10775.27
"1993-04-26",10658.46
"1993-04-27",10680.7
"1993-04-28",10607.16
"1993-04-29",10558.47
"1993-04-30",10541.84
"1993-05-03",10525.76
"1993-05-04",10572.24
"1993-05-05",10564.75
"1993-05-06",10568.63
"1993-05-07",10581.07
"1993-05-10",10548.19
"1993-05-11",10586.22
"1993-05-12",10610.18
"1993-05-13",10657.81
"1993-05-14",10709.92
"1993-05-17",10678.28
"1993-05-18",10607.01
"1993-05-19",10587.88
"1993-05-20",10562.61
"1993-05-21",10587.41
"1993-05-24",10501.54
"1993-05-25",10546.05
"1993-05-26",10582.3
"1993-05-27",10574.05
"1993-05-28",10550.87
"1993-06-01",10578.67
"1993-06-02",10584.68
"1993-06-03",10598.77
"1993-06-04",10707.84
"1993-06-07",10713.78
"1993-06-08",10760.58
"1993-06-09",10796.04
"1993-06-10",10846
"1993-06-11",10881.73
"1993-06-14",10925.23
"1993-06-15",10955.31
"1993-06-16",10935.37
"1993-06-17",10990.59
"1993-06-18",10965.31
"1993-06-21",10950.64
"1993-06-22",10960.96
"1993-06-23",11021.76
"1993-06-24",11107.31
"1993-06-25",11148.04
"1993-06-28",11200.07
"1993-06-29",11119.44
"1993-06-30",11225.15
"1993-07-01",11179.81
"1993-07-02",11203.62
"1993-07-06",11204.36
"1993-07-07",11283.04
"1993-07-08",11280.34
"1993-07-09",11376.55
"1993-07-12",11408.3
"1993-07-13",11370.39
"1993-07-14",11455.04
"1993-07-15",11454.7
"1993-07-16",11477.79
"1993-07-19",11372.05
"1993-07-20",11386.47
"1993-07-21",11332.82
"1993-07-22",11407.19
"1993-07-23",11406.08
"1993-07-26",11467.25
"1993-07-27",11427.26
"1993-07-28",11432.5
"1993-07-29",11569.9
"1993-07-30",11603.48
"1993-08-02",11537.59
"1993-08-03",11585.13
"1993-08-04",11551.62
"1993-08-05",11576.17
"1993-08-06",11614.5
"1993-08-09",11636.55
"1993-08-10",11774.4
"1993-08-11",11785.03
"1993-08-12",11735.58
"1993-08-13",11772.81
"1993-08-16",11746.17
"1993-08-17",11803
"1993-08-18",11764.96
"1993-08-19",11676.18
"1993-08-20",11645.72
"1993-08-23",11692.47
"1993-08-24",11688.09
"1993-08-25",11779.18
"1993-08-26",11727.58
"1993-08-27",11761.43
"1993-08-30",11813.78
"1993-08-31",11913.15
"1993-09-01",11901.18
"1993-09-02",11854.43
"1993-09-03",11869.36
"1993-09-07",11860.58
"1993-09-08",11839.84
"1993-09-09",11756.94
"1993-09-10",11709.82
"1993-09-13",11652.08
"1993-09-14",11616.5
"1993-09-15",11482.17
"1993-09-16",11595.96
"1993-09-17",11595.38
"1993-09-20",11548.76
"1993-09-21",11512.18
"1993-09-22",11522.82
"1993-09-23",11549.71
"1993-09-24",11567.2
"1993-09-27",11660.98
"1993-09-28",11739.1
"1993-09-29",11655.61
"1993-09-30",11559.77
"1993-10-01",11554.6
"1993-10-04",11618.87
"1993-10-05",11645.85
"1993-10-06",11637.66
"1993-10-07",11640.47
"1993-10-08",11711.28
"1993-10-11",11677.15
"1993-10-12",11705.11
"1993-10-13",11677.44
"1993-10-14",11639.89
"1993-10-15",11708.42
"1993-10-18",11654.01
"1993-10-19",11667.48
"1993-10-20",11679.15
"1993-10-21",11585.04
"1993-10-22",11576.64
"1993-10-25",11571.82
"1993-10-26",11626.15
"1993-10-27",11568.29
"1993-10-28",11646.62
"1993-10-29",11691.96
"1993-11-01",11563.21
"1993-11-02",11560.85
"1993-11-03",11577.4
"1993-11-04",11583.43
"1993-11-05",11566.16
"1993-11-08",11626.66
"1993-11-09",11766.09
"1993-11-10",11834.13
"1993-11-11",11795.51
"1993-11-12",11883.14
"1993-11-15",11900.62
"1993-11-16",11911.03
"1993-11-17",11935.53
"1993-11-18",11963.24
"1993-11-19",11921.6
"1993-11-22",11875
"1993-11-23",11915.79
"1993-11-24",11924.33
"1993-11-26",12017.48
"1993-11-29",12123.68
"1993-11-30",12093.44
"1993-12-01",12151.13
"1993-12-02",12174.67
"1993-12-03",12205.14
"1993-12-06",12234.53
"1993-12-07",12242.78
"1993-12-08",12243.9
"1993-12-09",12311.39
"1993-12-10",12157.75
"1993-12-13",12212.9
"1993-12-14",12232.78
"1993-12-15",12231.02
"1993-12-16",12271.74
"1993-12-17",12283.32
"1993-12-20",12329.78
"1993-12-21",12379.19
"1993-12-22",12378.16
"1993-12-23",12398.28
"1993-12-27",12446.75
"1993-12-28",12447.26
"1993-12-29",12440.61
"1993-12-30",12457.16
"1993-12-31",12442.28
"1994-01-03",12396.84
"1994-01-04",12338.84
"1994-01-05",12184.18
"1994-01-06",12211.81
"1994-01-07",12331.75
"1994-01-10",12395.58
"1994-01-11",12306.36
"1994-01-12",12425.48
"1994-01-13",12398.27
"1994-01-14",12233.69
"1994-01-17",12201.94
"1994-01-18",12249.89
"1994-01-19",12230.36
"1994-01-20",12276.46
"1994-01-21",12249.24
"1994-01-24",12222.99
"1994-01-25",12168.77
"1994-01-26",12082.48
"1994-01-27",12024.61
"1994-01-28",12072.95
"1994-01-31",12115.12
"1994-02-01",12003.25
"1994-02-02",11934.12
"1994-02-03",11805.32
"1994-02-04",11763.05
"1994-02-07",11809.76
"1994-02-08",11786.38
"1994-02-09",11873.54
"1994-02-10",11854.26
"1994-02-11",11827.65
"1994-02-14",11930.03
"1994-02-15",11930.39
"1994-02-16",11988.51
"1994-02-17",11850.43
"1994-02-18",11748.82
"1994-02-22",11713.36
"1994-02-23",11653.11
"1994-02-24",11508.6
"1994-02-25",11515.04
"1994-02-28",11527.53
"1994-03-01",11361.82
"1994-03-02",11300.77
"1994-03-03",11291.9
"1994-03-04",11372.78
"1994-03-07",11453.91
"1994-03-08",11411.63
"1994-03-09",11388.03
"1994-03-10",11376.15
"1994-03-11",11348.77
"1994-03-14",11367.1
"1994-03-15",11353.58
"1994-03-16",11330.46
"1994-03-17",11354.59
"1994-03-18",11329.3
"1994-03-21",11261.37
"1994-03-22",11203.94
"1994-03-23",11272.68
"1994-03-24",11302.82
"1994-03-25",11268.79
"1994-03-28",11437.61
"1994-03-29",11344.41
"1994-03-30",11356.82
"1994-03-31",11315.38
"1994-04-04",11210.11
"1994-04-05",11015.26
"1994-04-06",11042.6
"1994-04-07",11057.99
"1994-04-08",11062.69
"1994-04-11",10964.95
"1994-04-12",10972.63
"1994-04-13",11035.6
"1994-04-14",11008.39
"1994-04-15",10987.99
"1994-04-18",11119.01
"1994-04-19",11110.95
"1994-04-20",11106.47
"1994-04-21",11009.7
"1994-04-22",10920.83
"1994-04-25",10952.13
"1994-04-26",10938.06
"1994-04-28",11130.62
"1994-04-29",11100.74
"1994-05-02",11093.8
"1994-05-03",11229.99
"1994-05-04",11299.38
"1994-05-05",11228.82
"1994-05-06",11302.09
"1994-05-09",11353.54
"1994-05-10",11212.51
"1994-05-11",11234.75
"1994-05-12",11179.98
"1994-05-13",11139.07
"1994-05-16",11094.23
"1994-05-17",11120.11
"1994-05-18",11119.59
"1994-05-19",11030.21
"1994-05-20",11051.55
"1994-05-23",11127.92
"1994-05-24",11188.43
"1994-05-25",11290.14
"1994-05-26",11295.73
"1994-05-27",11310.77
"1994-05-31",11336.75
"1994-06-01",11387.17
"1994-06-02",11280.56
"1994-06-03",11140.58
"1994-06-06",11116.11
"1994-06-07",11257.24
"1994-06-08",11199.82
"1994-06-09",11247.02
"1994-06-10",11237.41
"1994-06-13",11412.33
"1994-06-14",11394.87
"1994-06-15",11489.75
"1994-06-16",11519.81
"1994-06-17",11652.93
"1994-06-20",11737.4
"1994-06-21",11879.54
"1994-06-22",11663.93
"1994-06-23",11609.25
"1994-06-24",11784.38
"1994-06-27",11628.29
"1994-06-28",11650.65
"1994-06-29",11593.2
"1994-06-30",11735.9
"1994-07-01",11745.33
"1994-07-05",11771.76
"1994-07-06",11786.39
"1994-07-07",11673.38
"1994-07-08",11706.44
"1994-07-11",11853.86
"1994-07-12",11789.68
"1994-07-13",11701.06
"1994-07-14",11557.57
"1994-07-15",11585.94
"1994-07-18",11507.62
"1994-07-19",11465.21
"1994-07-20",11580.25
"1994-07-21",11517.87
"1994-07-22",11584.62
"1994-07-25",11574.31
"1994-07-26",11579
"1994-07-27",11718.94
"1994-07-28",11664.36
"1994-07-29",11665.61
"1994-08-01",11714.89
"1994-08-02",11545.96
"1994-08-03",11583.19
"1994-08-04",11623.62
"1994-08-05",11640.24
"1994-08-08",11597.81
"1994-08-09",11657.86
"1994-08-10",11603.23
"1994-08-11",11800.23
"1994-08-12",11711.36
"1994-08-15",11709.75
"1994-08-16",11551.4
"1994-08-17",11559.91
"1994-08-18",11752.69
"1994-08-19",11680.47
"1994-08-22",11678.04
"1994-08-23",11653.15
"1994-08-24",11564.58
"1994-08-25",11576.58
"1994-08-26",11394.45
"1994-08-29",11442.19
"1994-08-30",11481.19
"1994-08-31",11469.36
"1994-09-01",11499.57
"1994-09-02",11607.16
"1994-09-06",11719.96
"1994-09-07",11701.01
"1994-09-08",11640.1
"1994-09-09",11828.48
"1994-09-12",11819.65
"1994-09-13",11759.42
"1994-09-14",11845.72
"1994-09-15",11795.05
"1994-09-16",11989.01
"1994-09-19",11951.97
"1994-09-20",12009.48
"1994-09-21",12016.41
"1994-09-22",11977.68
"1994-09-23",11994.4
"1994-09-26",11976.28
"1994-09-27",12024.45
"1994-09-28",11903.01
"1994-09-29",11975.02
"1994-09-30",11951.54
"1994-10-03",12038.8
"1994-10-04",12029.4
"1994-10-05",12143.33
"1994-10-06",12139.58
"1994-10-07",12077.41
"1994-10-10",12060.36
"1994-10-11",11937.67
"1994-10-12",11929.94
"1994-10-13",11900.53
"1994-10-14",11959.18
"1994-10-17",12014.68
"1994-10-18",12036.79
"1994-10-19",12180.66
"1994-10-20",12211.25
"1994-10-21",12152.52
"1994-10-24",12228.19
"1994-10-25",12319.17
"1994-10-26",12358.75
"1994-10-27",12283.65
"1994-10-28",12194.74
"1994-10-31",12248.63
"1994-11-01",12325.52
"1994-11-02",12359.69
"1994-11-03",12296.75
"1994-11-04",12333.9
"1994-11-07",12382.19
"1994-11-08",12349.73
"1994-11-09",12146.48
"1994-11-10",12166.52
"1994-11-11",12232.1
"1994-11-14",12152.75
"1994-11-15",12010.94
"1994-11-16",12111.11
"1994-11-17",12204.79
"1994-11-18",12117.62
"1994-11-21",12161.41
"1994-11-22",12145.4
"1994-11-23",12048.69
"1994-11-25",11980.08
"1994-11-28",12070.25
"1994-11-29",12152.42
"1994-11-30",12146.89
"1994-12-01",12151.97
"1994-12-02",11977.15
"1994-12-05",11971.43
"1994-12-06",11993.07
"1994-12-07",11994.15
"1994-12-08",11954.03
"1994-12-09",11904.66
"1994-12-12",11992.3
"1994-12-13",12060.79
"1994-12-14",12056.61
"1994-12-15",12061.92
"1994-12-16",12075.49
"1994-12-19",12135.42
"1994-12-20",12123.6
"1994-12-21",12043.3
"1994-12-22",12106.28
"1994-12-23",12121.1
"1994-12-27",12055.27
"1994-12-28",12217.11
"1994-12-29",12264.75
"1994-12-30",12274.28
"1995-01-03",12303.16
"1995-01-04",12305.47
"1995-01-05",12396.41
"1995-01-06",12335.69
"1995-01-09",12517.41
"1995-01-10",12525.61
"1995-01-11",12488.45
"1995-01-12",12569.23
"1995-01-13",12377.73
"1995-01-16",12340.43
"1995-01-17",12375.77
"1995-01-18",12415.1
"1995-01-19",12566.25
"1995-01-20",12635.26
"1995-01-23",12692.68
"1995-01-24",12662.08
"1995-01-25",12576.42
"1995-01-26",12494.49
"1995-01-27",12398.85
"1995-01-30",12506.95
"1995-01-31",12369.89
"1995-02-01",12321.74
"1995-02-02",12312.25
"1995-02-03",12094.07
"1995-02-06",11995.18
"1995-02-07",11995.31
"1995-02-08",12017.66
"1995-02-09",12032.31
"1995-02-10",12154.99
"1995-02-13",12243.57
"1995-02-14",12264.71
"1995-02-15",12252.94
"1995-02-16",12387.19
"1995-02-17",12384.65
"1995-02-21",12465.91
"1995-02-22",12428.84
"1995-02-23",12424.21
"1995-02-24",12450.09
"1995-02-27",12493.12
"1995-02-28",12494.61
"1995-03-01",12490.4
"1995-03-02",12601.16
"1995-03-03",12734.61
"1995-03-06",12824.51
"1995-03-07",13035.55
"1995-03-08",12887.16
"1995-03-09",12926.01
"1995-03-10",12808.06
"1995-03-13",12909.98
"1995-03-14",12841.09
"1995-03-15",12897.22
"1995-03-16",12809.28
"1995-03-17",12843.76
"1995-03-20",12757.17
"1995-03-21",12742.67
"1995-03-22",12776.2
"1995-03-23",12833.69
"1995-03-24",12852.15
"1995-03-27",12906.31
"1995-03-28",13004.97
"1995-03-29",13017.84
"1995-03-30",12852.24
"1995-03-31",13041.74
"1995-04-03",13180.57
"1995-04-04",13141.49
"1995-04-05",13168.47
"1995-04-06",13208.47
"1995-04-07",13247.96
"1995-04-10",13049.02
"1995-04-11",13023.75
"1995-04-12",13005.96
"1995-04-13",13137.28
"1995-04-17",13313.92
"1995-04-18",13455.02
"1995-04-19",13272.51
"1995-04-20",13232.2
"1995-04-21",13353.95
"1995-04-24",13268.86
"1995-04-25",13297.08
"1995-04-26",13323.91
"1995-04-27",13311.02
"1995-04-28",13253.41
"1995-05-01",13198.2
"1995-05-02",13244.26
"1995-05-03",13327.46
"1995-05-04",13399.34
"1995-05-05",13490.15
"1995-05-08",13577.18
"1995-05-09",13520.45
"1995-05-10",13515.25
"1995-05-11",13299.62
"1995-05-12",13168.41
"1995-05-15",13216.41
"1995-05-16",13274.14
"1995-05-17",13276.93
"1995-05-18",13285.71
"1995-05-19",13278.94
"1995-05-22",13245.12
"1995-05-23",13275.52
"1995-05-24",13370.04
"1995-05-25",13640.16
"1995-05-26",13720.88
"1995-05-30",13860.57
"1995-05-31",13736.49
"1995-06-01",13781.64
"1995-06-02",13893.17
"1995-06-05",13904.84
"1995-06-06",13855.12
"1995-06-07",13831.61
"1995-06-08",13726.54
"1995-06-09",13589.73
"1995-06-12",13601.81
"1995-06-13",13744.68
"1995-06-14",13796.66
"1995-06-15",13706.39
"1995-06-16",13742.33
"1995-06-19",13785.77
"1995-06-20",13834.05
"1995-06-21",13888.32
"1995-06-22",14000.55
"1995-06-23",13957.88
"1995-06-26",13783.72
"1995-06-27",13775.12
"1995-06-28",13792.56
"1995-06-29",13842.52
"1995-06-30",13835.1
"1995-07-03",13865.02
"1995-07-05",13944.19
"1995-07-06",13980.37
"1995-07-07",13972.72
"1995-07-10",13948.97
"1995-07-11",13889.86
"1995-07-12",13889.12
"1995-07-13",13898.65
"1995-07-14",13826.31
"1995-07-17",13846.15
"1995-07-18",13779.54
"1995-07-19",13709.6
"1995-07-20",13734.56
"1995-07-21",13722.5
"1995-07-24",13809.14
"1995-07-25",13775.3
"1995-07-26",13755.01
"1995-07-27",13768.15
"1995-07-28",13692.67
"1995-07-31",13618.33
"1995-08-01",13705.42
"1995-08-02",13620.45
"1995-08-03",13619.3
"1995-08-04",13578.93
"1995-08-07",13479.95
"1995-08-08",13520.06
"1995-08-09",13465.5
"1995-08-10",13421.61
"1995-08-11",13283.59
"1995-08-14",13218.2
"1995-08-15",13004.12
"1995-08-16",12986.07
"1995-08-17",13015.7
"1995-08-18",13005.69
"1995-08-21",13097.19
"1995-08-22",13085.61
"1995-08-23",13081.88
"1995-08-24",13159.52
"1995-08-25",13235.11
"1995-08-28",13301.59
"1995-08-29",13255.8
"1995-08-30",13251.19
"1995-08-31",13282.6
"1995-09-01",13395.31
"1995-09-05",13498.61
"1995-09-06",13574.11
"1995-09-07",13531.3
"1995-09-08",13548.25
"1995-09-11",13561.03
"1995-09-12",13645.47
"1995-09-13",13732
"1995-09-14",13781.91
"1995-09-15",13795.57
"1995-09-18",13841.81
"1995-09-19",13924.92
"1995-09-20",13793.95
"1995-09-21",13480.49
"1995-09-22",13418.61
"1995-09-25",13475.15
"1995-09-26",13493.5
"1995-09-27",13384.12
"1995-09-28",13420.08
"1995-09-29",13516.82
"1995-10-02",13551.52
"1995-10-03",13623.81
"1995-10-04",13607.42
"1995-10-05",13445.52
"1995-10-06",13492.27
"1995-10-09",13508.73
"1995-10-10",13523.14
"1995-10-11",13553.72
"1995-10-12",13560.83
"1995-10-13",13668.88
"1995-10-16",13736.19
"1995-10-17",13680.61
"1995-10-18",13659.22
"1995-10-19",13760.05
"1995-10-20",13705.36
"1995-10-23",13611.67
"1995-10-24",13646.41
"1995-10-25",13734.79
"1995-10-26",13770.94
"1995-10-27",13692.69
"1995-10-30",13780.13
"1995-10-31",13906.72
"1995-11-01",13991.12
"1995-11-02",13989.49
"1995-11-03",13996.88
"1995-11-06",14008.04
"1995-11-07",13905.48
"1995-11-08",13929.61
"1995-11-09",13814.8
"1995-11-10",13806.55
"1995-11-13",13822.43
"1995-11-14",13827.3
"1995-11-15",13838.77
"1995-11-16",13917.71
"1995-11-17",13992.59
"1995-11-20",13957.54
"1995-11-21",13950.56
"1995-11-22",13997.96
"1995-11-24",14093.1
"1995-11-27",14153.92
"1995-11-28",14082.81
"1995-11-29",14155.07
"1995-11-30",14173.05
"1995-12-01",14213.48
"1995-12-04",14295.82
"1995-12-05",14324
"1995-12-06",14310.44
"1995-12-07",14285.75
"1995-12-08",14311.26
"1995-12-11",14300.77
"1995-12-12",14333.48
"1995-12-13",14378.34
"1995-12-14",14431.57
"1995-12-15",14471.13
"1995-12-18",14422.2
"1995-12-19",14472.3
"1995-12-20",14501.65
"1995-12-21",14428.16
"1995-12-22",14489.62
"1995-12-26",14507.95
"1995-12-27",14653.66
"1995-12-28",14650.88
"1995-12-29",14722.17
"1996-01-02",14840.86
"1996-01-03",14934.19
"1996-01-04",14847.5
"1996-01-05",14888.44
"1996-01-08",14812.01
"1996-01-09",14874.56
"1996-01-10",14739.39
"1996-01-11",14539.55
"1996-01-12",14483.86
"1996-01-15",14453.82
"1996-01-16",14334.33
"1996-01-17",14516.63
"1996-01-18",14654.98
"1996-01-19",14640.27
"1996-01-22",14500.13
"1996-01-23",14548.34
"1996-01-24",14645.05
"1996-01-25",14473.15
"1996-01-26",14618.18
"1996-01-29",14735.11
"1996-01-30",14923.02
"1996-01-31",15015.79
"1996-02-01",14905.39
"1996-02-02",14891.29
"1996-02-05",14430.64
"1996-02-06",14601.28
"1996-02-07",14694.65
"1996-02-08",14735.56
"1996-02-09",14794.83
"1996-02-12",14809.39
"1996-02-13",15121.55
"1996-02-14",15058.42
"1996-02-15",14991.07
"1996-02-16",14862.93
"1996-02-20",14634.94
"1996-02-21",14722.85
"1996-02-22",14765.24
"1996-02-23",14714.67
"1996-02-26",14734.48
"1996-02-27",14777.96
"1996-02-28",14863.74
"1996-02-29",14857.01
"1996-03-01",15011.1
"1996-03-04",14975.27
"1996-03-05",14917.77
"1996-03-06",14949.15
"1996-03-07",14904.43
"1996-03-08",14654.75
"1996-03-11",14800.21
"1996-03-12",14735.45
"1996-03-13",14803.78
"1996-03-14",14888.01
"1996-03-15",14795.66
"1996-03-18",14966.57
"1996-03-19",14966
"1996-03-20",15064.76
"1996-03-21",15156.16
"1996-03-22",15235.52
"1996-03-25",15357.11
"1996-03-26",15342.12
"1996-03-27",15409.93
"1996-03-28",15240
"1996-03-29",15357.14
"1996-04-01",15588.78
"1996-04-02",15666.57
"1996-04-03",15646.95
