"Date","ZROZX"
"1978-01-17",85891824339256.92
"1978-01-18",85919227921308.02
"1978-01-19",85946640246406.72
"1978-01-20",85974061317342.47
"1978-01-23",86001491136905.61
"1978-01-24",85806686601759.61
"1978-01-25",85170718237926.81
"1978-01-26",85639829791856.89
"1978-01-27",85667220943766.52
"1978-01-30",85916553349137.6
"1978-01-31",86389794523865.5
"1978-02-01",85971386125605.39
"1978-02-02",85998849207284.4
"1978-02-03",85582484360690.88
"1978-02-06",85168284695745.11
"1978-02-07",85195626418887.52
"1978-02-08",85222976919591.05
"1978-02-09",85250336200673.58
"1978-02-10",85277704264953.88
"1978-02-13",85305081115251.64
"1978-02-14",85112125005406.75
"1978-02-15",84700424501666.12
"1978-02-16",84073312366962.6
"1978-02-17",84318124731070.31
"1978-02-21",84127668809009.53
"1978-02-22",84154876765390.22
"1978-02-23",84618343978392.44
"1978-02-24",84864716775158.34
"1978-02-27",85332114513198.58
"1978-02-28",85359542692863.53
"1978-03-01",85166517610055.17
"1978-03-02",85414459658627.25
"1978-03-03",85663110099261.7
"1978-03-06",85469344144574.47
"1978-03-07",85940086187266.9
"1978-03-08",85967641579980.94
"1978-03-09",86217875364174.14
"1978-03-10",86468823979375.19
"1978-03-13",86720489431281.69
"1978-03-14",86748191809850.02
"1978-03-15",86775903037789.28
"1978-03-16",86803623117926.36
"1978-03-17",86831352053089.03
"1978-03-20",87309632075354.72
"1978-03-21",87337453358908.89
"1978-03-22",87139567200077.48
"1978-03-23",86493623396327.89
"1978-03-27",84750350563488.05
"1978-03-28",84997134389369.03
"1978-03-29",85244623441336.92
"1978-03-30",85052020635802.73
"1978-03-31",84204663973713.02
"1978-04-03",84449898612434.98
"1978-04-04",84695834157014.25
"1978-04-05",84504632622333.5
"1978-04-06",84313916374265.55
"1978-04-07",84123684071420.2
"1978-04-10",83933934376383.22
"1978-04-11",83961246212172.36
"1978-04-12",83988566935146.17
"1978-04-13",84015896548196.5
"1978-04-14",84478563499648.88
"1978-04-17",85163576554455.98
"1978-04-18",85411563649589.86
"1978-04-19",84998712627485.03
"1978-04-20",84806827342193.03
"1978-04-21",84397121188366
"1978-04-24",83989541444648.31
"1978-04-25",84016904703984.05
"1978-04-26",83611307549515.86
"1978-04-27",83207814112608.16
"1978-04-28",83450237441455.06
"1978-05-01",83693353887992.45
"1978-05-02",83720687074599.53
"1978-05-03",83316665791377.78
"1978-05-04",83559406256140.34
"1978-05-05",82302129903345.42
"1978-05-08",82329237350892.97
"1978-05-09",82356353726687.12
"1978-05-10",82383479033668.55
"1978-05-11",83051183397354.77
"1978-05-12",82650682323243.27
"1978-05-15",83105769923716.77
"1978-05-16",83133043126783.02
"1978-05-17",83590800321657.97
"1978-05-18",83187551454626.86
"1978-05-19",82573021397943.81
"1978-05-22",82813660515491.78
"1978-05-23",82840903580796.28
"1978-05-24",82654572971612.95
"1978-05-25",82044254306009.78
"1978-05-26",81649037464337.7
"1978-05-30",81676091808100.69
"1978-05-31",81703155116299.02
"1978-06-01",81730227391903.03
"1978-06-02",82180206766664.62
"1978-06-05",82846184027523.2
"1978-06-06",82873470667500.53
"1978-06-07",83114985371842.7
"1978-06-08",83142327563459.08
"1978-06-09",82955318973810.98
"1978-06-12",82982641559028.56
"1978-06-13",83009973143351.6
"1978-06-14",83251885651174.56
"1978-06-15",83279272878636.8
"1978-06-16",82877816884279.9
"1978-06-19",82478440425331.47
"1978-06-20",82081132057955.03
"1978-06-21",81265683395459.78
"1978-06-22",81502628385618.48
"1978-06-23",81110375132234.23
"1978-06-26",80098424250921.73
"1978-06-27",80539354599742.14
"1978-06-28",80774232941054.88
"1978-06-29",80385766234959.03
"1978-06-30",79793443268488.16
"1978-07-03",80232681902145.5
"1978-07-05",79847028897825.6
"1978-07-06",79873866371427.36
"1978-07-07",78878219395377.84
"1978-07-10",78499556574522.88
"1978-07-11",78526159202028.69
"1978-07-12",78552770844869.38
"1978-07-13",78377329934646.55
"1978-07-14",78606052628128.66
"1978-07-17",79242534995305.5
"1978-07-18",79473732111943.73
"1978-07-19",79500538727933.88
"1978-07-20",79322779669075.03
"1978-07-21",79145468310287.03
"1978-07-24",78968603422490.14
"1978-07-25",78995333668013.7
"1978-07-26",79430140987632.94
"1978-07-27",80694737634182.61
"1978-07-28",81768876290718.58
"1978-07-31",81585527258111.75
"1978-08-01",81823430684263.78
"1978-08-02",84206469925994.3
"1978-08-03",84234171181378.67
"1978-08-04",84044706753157.28
"1978-08-07",84289634742048.34
"1978-08-08",84753746671209.75
"1978-08-09",85000700798363.9
"1978-08-10",83506322721764.97
"1978-08-11",83533926200664.66
"1978-08-14",82917391365867.64
"1978-08-15",82518184941436.58
"1978-08-16",81069463342343.83
"1978-08-17",82148590023880.38
"1978-08-18",82600839412008.95
"1978-08-21",83700817040064.84
"1978-08-22",83728484810141.97
"1978-08-23",85063099471813.78
"1978-08-24",84652896253604.14
"1978-08-25",84899583280288.05
"1978-08-28",84927478857651.58
"1978-08-29",84518003589256.62
"1978-08-30",84110649740472.72
"1978-08-31",84355796511010.84
"1978-09-01",84601644436115.58
"1978-09-05",85507774864041.17
"1978-09-06",85756912559240.56
"1978-09-07",85563805479437.8
"1978-09-08",85813106426907.56
"1978-09-11",86285635020189.02
"1978-09-12",86760779803851.03
"1978-09-13",86565191999023.66
"1978-09-14",86370100051250.17
"1978-09-15",85953293167861.8
"1978-09-18",85318141690682.1
"1978-09-19",84906782853263.8
"1978-09-20",83630151861620.03
"1978-09-21",83227513846248.9
"1978-09-22",81977331256588.62
"1978-09-25",82216416205640.86
"1978-09-26",82456185391314.47
"1978-09-27",82059629688215.84
"1978-09-28",81875836719426.06
"1978-09-29",81692507279217.34
"1978-10-02",81299908354944.62
"1978-10-03",81327266419343.42
"1978-10-04",81354633689948.02
"1978-10-05",81172625906855.17
"1978-10-06",81830020103082.34
"1978-10-09",81857491609831.23
"1978-10-10",81884972339157.39
"1978-10-11",81912462294156.97
"1978-10-12",82575927049415.25
"1978-10-13",82390925378492.38
"1978-10-16",81154199067056.97
"1978-10-17",81181572507218.48
"1978-10-18",81208955180484.81
"1978-10-19",80818962352699.47
"1978-10-20",80430982800199.11
"1978-10-23",80458239966592.52
"1978-10-24",80901093017720.44
"1978-10-25",80720304868446.64
"1978-10-26",80126318103802.45
"1978-10-27",79332538379741.92
"1978-10-30",77543447623232.7
"1978-10-31",76974204396613.55
"1978-11-01",81276080373032.39
"1978-11-02",80263463990317.42
"1978-11-03",79264092355493.56
"1978-11-06",78479383074909.39
"1978-11-07",78506321434575.97
"1978-11-08",78331530880354.42
"1978-11-09",78157179050188.44
"1978-11-10",78789702636571.22
"1978-11-13",79427420480893.78
"1978-11-14",79454558182891.42
"1978-11-15",80926810764972.45
"1978-11-16",80954235961953.92
"1978-11-17",80981670453029.92
"1978-11-20",80800804802807.31
"1978-11-21",80620394262745.23
"1978-11-22",80233647978717.28
"1978-11-24",79031322055685.81
"1978-11-27",79262066635188.06
"1978-11-28",79085493140190.7
"1978-11-29",79112608166410.2
"1978-11-30",78936417684994.4
"1978-12-01",80398661835810.67
"1978-12-04",79193863129314.39
"1978-12-05",79221015310958.73
"1978-12-06",79452313730246.08
"1978-12-07",78868532897636.25
"1978-12-08",78895636131560.6
"1978-12-11",78922748679532.78
"1978-12-12",78747080905402.03
"1978-12-13",77369192308372.61
"1978-12-14",77595207694224.89
"1978-12-15",77224117856704.08
"1978-12-18",75485441870192.72
"1978-12-19",75900746359134.45
"1978-12-20",75538351862769.25
"1978-12-21",75759139953565.81
"1978-12-22",76371871831898.4
"1978-12-26",76595047186354.66
"1978-12-27",76818862430850.39
"1978-12-28",76060100479273.9
"1978-12-29",76282389162466.88
"1979-01-02",75723409783901.97
"1979-01-03",76335828748089.69
"1979-01-04",76755829571201.38
"1979-01-05",76585616001394.44
"1979-01-08",76024330496176.28
"1979-01-09",75855931299501.38
"1979-01-10",75882541078576.28
"1979-01-11",76104335186554.28
"1979-01-12",76326765355993.39
"1979-01-15",76353479723868
"1979-01-16",76184303185017
"1979-01-17",76015549637674.16
"1979-01-18",76042215409848.64
"1979-01-19",76460583145750.52
"1979-01-22",77079012397482.34
"1979-01-23",77304241816863.2
"1979-01-24",77729588838154.92
"1979-01-25",79168375669766.03
"1979-01-26",79604035216524.08
"1979-01-29",79019490109308.73
"1979-01-30",79046770647560.75
"1979-01-31",79074060604093.83
"1979-02-01",79101359982159.52
"1979-02-02",79332384864243.38
"1979-02-05",78547845457233.44
"1979-02-06",77771483049604.55
"1979-02-07",76216291502520.42
"1979-02-08",76243057938226.67
"1979-02-09",75879227078731.97
"1979-02-12",75905935362231.5
"1979-02-13",76323535783678.83
"1979-02-14",76350339882555.25
"1979-02-15",76181315045844.4
"1979-02-16",76208099428832.75
"1979-02-20",76039437636828.34
"1979-02-21",75676710087025.4
"1979-02-22",74930336473599.44
"1979-02-23",74573288614498.62
"1979-02-26",74983511767569.73
"1979-02-27",75010083305668.33
"1979-02-28",75036664259792.12
"1979-03-01",74870926849771.06
"1979-03-02",74897488202391.58
"1979-03-05",76282121526204.62
"1979-03-06",75529574185150.61
"1979-03-07",76335956377157.4
"1979-03-08",76559112521901.58
"1979-03-09",75998525845856.78
"1979-03-12",76416623989975.08
"1979-03-13",76443521428657.27
"1979-03-14",76078866295901.58
"1979-03-15",75910634710532.53
"1979-03-16",76328243512864.8
"1979-03-19",76355140132007.42
"1979-03-20",76186249393166.62
"1979-03-21",76408992372879.34
"1979-03-22",76435917446382.16
"1979-03-23",76659378089898.16
"1979-03-26",76489765973430.78
"1979-03-27",76910572493750.92
"1979-03-28",77333705892628.39
"1979-03-29",77360834065647.86
"1979-03-30",76794207048154.95
"1979-04-02",76821237390080.23
"1979-04-03",77045812177428.77
"1979-04-04",77271031100835.98
"1979-04-05",77496895974349.55
"1979-04-06",77127014726727.88
"1979-04-09",76562269716046.81
"1979-04-10",76001912094481.25
"1979-04-11",75833994692241.7
"1979-04-12",75666496176738.28
"1979-04-16",75693339767048.6
"1979-04-17",76109730021888.16
"1979-04-18",76332285992191.45
"1979-04-19",76359274907595.83
"1979-04-20",75412689582512.78
"1979-04-23",75053538942138.53
"1979-04-24",74888001210927.4
"1979-04-25",75107069057189.28
"1979-04-26",74176825568876.98
"1979-04-27",74013455615899.53
"1979-04-30",73472970319050.62
"1979-05-01",73687993627099.8
"1979-05-02",73525839795235.8
"1979-05-03",72616210320802.58
"1979-05-04",72271381720102.7
"1979-05-07",72482970271619.23
"1979-05-08",72509230966800.97
"1979-05-09",72908001481848.75
"1979-05-10",72747794032699.52
"1979-05-11",72960753841910.72
"1979-05-14",73738903191511.9
"1979-05-15",73388424927423.72
"1979-05-16",73792052591962.94
"1979-05-17",74197911234436.14
"1979-05-18",74606013272484.12
"1979-05-21",74251155841836.47
"1979-05-22",75043313615681.44
"1979-05-23",76429970429868.98
"1979-05-24",76850412901592.6
"1979-05-25",77670854228600.8
"1979-05-29",77698223958186.11
"1979-05-30",77725603332342.8
"1979-05-31",76761716917852.23
"1979-06-01",76986191740401.55
"1979-06-04",77013442408271.58
"1979-06-05",77636100255143.03
"1979-06-06",78465058699441.34
"1979-06-07",80534980693524.56
"1979-06-08",80356182824401.03
"1979-06-11",79766910067929.62
"1979-06-12",81872144202242.73
"1979-06-13",81271124193919.69
"1979-06-14",80882384282740.83
"1979-06-15",79877583182497.98
"1979-06-18",80110990190737.34
"1979-06-19",79933285581489.95
"1979-06-20",80373092047937.66
"1979-06-21",80401063159733.7
"1979-06-22",79811549669601.98
"1979-06-25",80457132743410.4
"1979-06-26",82157275261660.28
"1979-06-27",82397212172865.61
"1979-06-28",82213915127640.27
"1979-06-29",82454017453222.48
"1979-07-02",83121288984165.25
"1979-07-03",82936223426339.33
"1979-07-05",82751622382814.16
"1979-07-06",82567484582189.56
"1979-07-09",81961269257015.33
"1979-07-10",81359775323668.45
"1979-07-11",80555728291991.5
"1979-07-12",80998965794509.89
"1979-07-13",81027122577857.5
"1979-07-16",80226578756140.28
"1979-07-17",79843391255430.25
"1979-07-18",79462172269450.95
"1979-07-19",79490047094961.34
"1979-07-20",80339021887648.53
"1979-07-23",79545704101310.66
"1979-07-24",79166044194858.72
"1979-07-25",80011470526860.4
"1979-07-26",79834188971375.75
"1979-07-27",79249358252386.08
"1979-07-30",79277221320406.56
"1979-07-31",79713375141958.1
"1979-08-01",80151940800513.56
"1979-08-02",81216475577730.1
"1979-08-03",80828348962092.4
"1979-08-06",81273080218754.92
"1979-08-07",81720271082344.17
"1979-08-08",81538841718260.47
"1979-08-09",80733242137640.9
"1979-08-10",80347634652458.55
"1979-08-13",80375756324586.9
"1979-08-14",80817978671177.36
"1979-08-15",80638807973466.75
"1979-08-16",80874465179830.53
"1979-08-17",80902707056560
"1979-08-20",80723348518913.6
"1979-08-21",80131826836305.08
"1979-08-22",80159936572385.75
"1979-08-23",79982427375499.02
"1979-08-24",78990179612848.86
"1979-08-27",79424729981580.73
"1979-08-28",79452717743574.23
"1979-08-29",79684998012186.55
"1979-08-30",78696688626471.03
"1979-08-31",78321625783415.17
"1979-09-04",77351080318393
"1979-09-05",77180523971675.16
"1979-09-06",77010392415485.69
"1979-09-07",76643965644829.05
"1979-09-10",76475161965683
"1979-09-11",77688489528838.2
"1979-09-12",77318634805151.4
"1979-09-13",76950674542446.86
"1979-09-14",77771760062401.69
"1979-09-17",76611895492946.27
"1979-09-18",76639378490377.08
"1979-09-19",77258723096213.75
"1979-09-20",77883145477688.62
"1979-09-21",78311558189066.98
"1979-09-24",77143363594211.7
"1979-09-25",77369066297318.22
"1979-09-26",76607234346785.67
"1979-09-27",75659244934305.66
"1979-09-28",75686566328309.7
"1979-10-01",74368787608041.83
"1979-10-02",75161708275789.38
"1979-10-03",74804856897262.95
"1979-10-04",74069662299530.73
"1979-10-05",73718379256945.78
"1979-10-08",73745321569364.69
"1979-10-09",69205610232035.84
"1979-10-10",67832376103078.28
"1979-10-11",66487596002496.79
"1979-10-12",66682770987948.64
"1979-10-15",65361817388011.52
"1979-10-16",65721015880153.66
"1979-10-17",66929911135190.05
"1979-10-18",64280671987924.78
"1979-10-19",61740365788870.93
"1979-10-22",58408115226498.75
"1979-10-23",57841681111859.32
"1979-10-24",59806049172059.55
"1979-10-25",58182584785344.9
"1979-10-26",61082921119262.75
"1979-10-29",59574452926348.42
"1979-10-30",60359847850404.69
"1979-10-31",60077889803293.57
"1979-11-01",58446874290744.78
"1979-11-02",56431319496336.09
"1979-11-05",56741212379083.59
"1979-11-06",56764336674763.49
"1979-11-07",55227007527079.33
"1979-11-08",55530254942128.16
"1979-11-09",57998748068924.61
"1979-11-12",58022200737290.57
"1979-11-13",58340867749021.65
"1979-11-14",57192377463362.15
"1979-11-15",58685169742037.71
"1979-11-16",57093809700749.01
"1979-11-19",56972477647055.95
"1979-11-20",57430748155204.86
"1979-11-21",57892756163237.27
"1979-11-23",60163125819547.05
"1979-11-26",61892816353935.41
"1979-11-27",63189639679797.88
"1979-11-28",62099164352447.45
"1979-11-29",62599286561394.77
"1979-11-30",62148091386714.85
"1979-12-03",61857354295556.47
"1979-12-04",62992930055402.14
"1979-12-05",63500345443636.9
"1979-12-06",64831703559297.43
"1979-12-07",63066797328133.88
"1979-12-10",63252210479239.3
"1979-12-11",60910042884116.73
"1979-12-12",59557755979547.09
"1979-12-13",60189693867704.3
"1979-12-14",61138248919992.79
"1979-12-17",61630484953712.13
"1979-12-18",62126739715127.78
"1979-12-19",62468044562596.05
"1979-12-20",61860601633181.54
"1979-12-21",61259389891089.95
"1979-12-24",61283747791356.18
"1979-12-26",60842765431502.42
"1979-12-27",61021800974849.66
"1979-12-28",61513062775893.82
"1979-12-31",62324299944325.14
"1980-01-02",60477135952631.41
"1980-01-03",59285393660864.15
"1980-01-04",58859689495859.78
"1980-01-07",58734346762304.62
"1980-01-08",59810833683745.44
"1980-01-09",59683240705074.95
"1980-01-10",60163547340984.85
"1980-01-11",58383201697627.52
"1980-01-14",58111525293865.8
"1980-01-15",58135161926177.79
"1980-01-16",58011580469688.86
"1980-01-17",57159550457572.96
"1980-01-18",55191788228646.1
"1980-01-21",53025849224163.84
"1980-01-22",54131631324651.37
"1980-01-23",54291360828191.96
"1980-01-24",51768717152320.04
"1980-01-25",50119936266204.3
"1980-01-28",49763771727846.12
"1980-01-29",48669136256327.31
"1980-01-30",48813100052251.7
"1980-01-31",49080954897958.77
"1980-02-01",47401882730921.53
"1980-02-04",46361466664930.47
"1980-02-05",42802196774205.48
"1980-02-06",41346031309517.92
"1980-02-07",42202189866218.81
"1980-02-08",42010536679361.58
"1980-02-11",39778678894673.58
"1980-02-12",39797289633727.88
"1980-02-13",41029047186577.46
"1980-02-14",40234741531133.58
"1980-02-15",38196092780562.2
"1980-02-19",33740315159067.1
"1980-02-20",34179112893675.69
"1980-02-21",32458166389288.58
"1980-02-22",33958950667603.84
"1980-02-25",33142104705598.61
"1980-02-26",31867984655895.54
"1980-02-27",32603855524841.96
"1980-02-28",36664573548260.36
"1980-02-29",37049772853965.28
"1980-03-03",36426551965147.67
"1980-03-04",36172818483616.76
"1980-03-05",35742546682162.03
"1980-03-06",33688112266741.02
"1980-03-07",34898400597677.04
"1980-03-10",37158164579177.56
"1980-03-11",38401236480264.39
"1980-03-12",35918855404927.33
"1980-03-13",37772740540696.03
"1980-03-14",37602760143062.9
"1980-03-17",37714693153645.3
"1980-03-18",39664333833972
"1980-03-19",39981579301127.9
"1980-03-20",37580356309149.9
"1980-03-21",37040183753814.18
"1980-03-24",33464866955537.96
"1980-03-25",33648221682267.12
"1980-03-26",34597765149936.34
"1980-03-27",35135117963900.73
"1980-03-28",36489540294625.93
"1980-03-31",36872791189083.86
"1980-04-01",36524824372085.3
"1980-04-02",37185391379523.32
"1980-04-03",37296127293080.49
"1980-04-07",41233370800416.44
"1980-04-08",41459457322528.26
"1980-04-09",42106203335470.97
"1980-04-10",42656320299284.74
"1980-04-11",44982586437054.46
"1980-04-14",45342962509498.94
"1980-04-15",45706264344351.38
"1980-04-16",52647896895794.44
"1980-04-17",51618278937961.73
"1980-04-18",51770852786486.98
"1980-04-21",52054978048659.46
"1980-04-22",52340668906813.98
"1980-04-23",51317401561135.2
"1980-04-24",49936328161885.56
"1980-04-25",49333180142555.67
"1980-04-28",53500718592999.02
"1980-04-29",53119724863101.1
"1980-04-30",53142363983935.61
"1980-05-01",55497307753138.81
"1980-05-02",59146231116622.5
"1980-05-05",60997778943513.71
"1980-05-06",62909080387298.12
"1980-05-07",63576711982662.61
"1980-05-08",61226319491040.56
"1980-05-09",60173608585327.66
"1980-05-12",59742177051342.39
"1980-05-13",62083551574994.41
"1980-05-14",62583174944135.44
"1980-05-15",59512344693202.79
"1980-05-16",58490514375596.67
"1980-05-19",56335537705231.3
"1980-05-20",59435422651322.31
"1980-05-21",61921090954540.23
"1980-05-22",61476460925232.3
"1980-05-23",65531877822878.9
"1980-05-27",65391299789685.14
"1980-05-28",63453034684597.48
"1980-05-29",61887713142217.52
"1980-05-30",61132573001223.33
"1980-06-02",59929797512560.49
"1980-06-03",62436552649090.8
"1980-06-04",64230499590358.07
"1980-06-05",65909774328482.07
"1980-06-06",69555085138270.45
"1980-06-09",71742745673832.52
"1980-06-10",69431394016416.84
"1980-06-11",71069369051899.31
"1980-06-12",74627698573781.2
"1980-06-13",76783389077802.03
"1980-06-16",76811847683118.97
"1980-06-17",76253447739581.05
"1980-06-18",74738838582223.45
"1980-06-19",75341872318144.72
"1980-06-20",76730114870112.77
"1980-06-23",73685345177161.23
"1980-06-24",72964658607470.34
"1980-06-25",71336222005996.61
"1980-06-26",69214910215685.88
"1980-06-27",68192244880437.09
"1980-06-30",67872531180779.16
"1980-07-01",65691259776610.13
"1980-07-02",65717249532958.26
"1980-07-03",67780144297439.86
"1980-07-07",64119448524088.62
"1980-07-08",66806524366234.46
"1980-07-09",65487553324444.84
"1980-07-10",64358982201377.32
"1980-07-11",62930592021768.85
"1980-07-14",62005100595346.45
"1980-07-15",64764847641065.96
"1980-07-16",67137285667551.05
"1980-07-17",65478058310448.13
"1980-07-18",64841860784034.28
"1980-07-21",66199605770120.88
"1980-07-22",65058369669142.63
"1980-07-23",65582147802627.94
"1980-07-24",64125656689958.21
"1980-07-25",62702910987234.42
"1980-07-28",61313097344764.5
"1980-07-29",61649806482684.98
"1980-07-30",59979814236598.34
"1980-07-31",55761379074454.48
"1980-08-01",56351470525897.19
"1980-08-04",57526686644781.43
"1980-08-05",57405405982342.98
"1980-08-06",56851691828413.6
"1980-08-07",57598972121378.83
"1980-08-08",54508404137994.03
"1980-08-11",52507585726004.24
"1980-08-12",53062557576683.43
"1980-08-13",54167241605578.97
"1980-08-14",54602134399242.67
"1980-08-15",55599178700868.36
"1980-08-18",53019539897231.17
"1980-08-19",51204443137306.88
"1980-08-20",51615207263916.94
"1980-08-21",51378318799791.47
"1980-08-22",53245967760241.95
"1980-08-25",51036068753662.52
"1980-08-26",51058407159946.37
"1980-08-27",49189476630642.21
"1980-08-28",47990326302048.91
"1980-08-29",49981690018684.78
"1980-09-02",52453266622649.29
"1980-09-03",54361054394801.94
"1980-09-04",53298288232261.98
"1980-09-05",52786474298108.43
"1980-09-08",51625728499015.25
"1980-09-09",52965691321604.35
"1980-09-10",53390752630566.3
"1980-09-11",51692918625576.37
"1980-09-12",51326407588388.58
"1980-09-15",48830269179662.39
"1980-09-16",49469722038934.58
"1980-09-17",48506774506690.41
"1980-09-18",49265530706846.02
"1980-09-19",50542336805013.59
"1980-09-22",46309899143557.78
"1980-09-23",47151583911805.96
"1980-09-24",47172876968350.27
"1980-09-25",45680564038914.35
"1980-09-26",44016487319223.26
"1980-09-29",42734690238703.68
"1980-09-30",45287848482187.09
"1980-10-01",45422258643332.2
"1980-10-02",45785951616235.36
"1980-10-03",49762382419050.62
"1980-10-06",50668441599652.16
"1980-10-07",50183455344380.62
"1980-10-08",49206288424066.88
"1980-10-09",51378052103734.66
"1980-10-10",50758113131258.83
"1980-10-13",50780491013675.04
"1980-10-14",52097438914804.65
"1980-10-15",52780534935621.51
"1980-10-16",50719495987107.06
"1980-10-17",48619839376458.97
"1980-10-20",48641621836243.1
"1980-10-21",47576428849115.39
"1980-10-22",45157232483651.84
"1980-10-23",45862142936145.25
"1980-10-24",46695247735832.26
"1980-10-27",42797748459307.26
"1980-10-28",40935723841789.54
"1980-10-29",40246269414000.78
"1980-10-30",39568969778810.52
"1980-10-31",40084516454005.18
"1980-11-03",40203850908516.97
"1980-11-05",38844044969933.64
"1980-11-06",36701594403383.03
"1980-11-07",36719712174588.52
"1980-11-10",35658951095995.06
"1980-11-11",35676723970033.38
"1980-11-12",39922621192399.72
"1980-11-13",40241645534132.17
"1980-11-14",38114101551917.66
"1980-11-17",36736543439734.71
"1980-11-18",39702382370015.4
"1980-11-19",40724245912823.07
"1980-11-20",40440016061194.48
"1980-11-21",38975045126056.24
"1980-11-24",39581088436178.7
"1980-11-25",39698979281039.86
"1980-11-26",40016172869524.56
"1980-11-28",39539706983095.11
"1980-12-01",37731483956782.94
"1980-12-02",37843997627892.98
"1980-12-03",38720027121615.42
"1980-12-04",38546498198341.9
"1980-12-05",39537597456639.75
"1980-12-08",38680088506176.66
"1980-12-09",36276598814537.72
"1980-12-10",35229606377519.31
"1980-12-11",32161152211872.34
"1980-12-12",35091177482267.84
"1980-12-15",34848596076253.03
"1980-12-16",34012656220011.48
"1980-12-17",35848929605794.1
"1980-12-18",36951744410751.66
"1980-12-19",40840442114178.62
"1980-12-22",45952025420859.55
"1980-12-23",43948672886678.34
"1980-12-24",43749939910942.35
"1980-12-26",44991214586714.86
"1980-12-29",45012085511259.26
"1980-12-30",43701701086480.58
"1980-12-31",43504195210492.76
"1981-01-02",43199594382323.51
"1981-01-05",47057606711276.76
"1981-01-06",47079118760059.06
"1981-01-07",44576795532310.32
"1981-01-08",44375072153532.4
"1981-01-09",42021854190531.86
"1981-01-12",42569819567477.74
"1981-01-13",42589972660630.12
"1981-01-14",42716655099339.53
"1981-01-15",40860146664107.72
"1981-01-16",42121809156093.34
"1981-01-19",40899223471097.56
"1981-01-20",42373074357010.9
"1981-01-21",40130289729855.66
"1981-01-22",38871061835893.01
"1981-01-23",39672211210757.47
"1981-01-26",40692626924032.46
"1981-01-27",40409005418379.03
"1981-01-28",40227568441794.14
"1981-01-29",39748945790594.66
"1981-01-30",40771335207089.8
"1981-02-02",39100153742434.35
"1981-02-03",37593425461381.47
"1981-02-04",38751045987782.69
"1981-02-05",36798597863921.17
"1981-02-06",36543748530760.97
"1981-02-09",35843384653260.89
"1981-02-10",34896635118312.06
"1981-02-11",34144595210277.32
"1981-02-12",34162019793388.59
"1981-02-13",32610071853522.24
"1981-02-17",34881606212751.34
"1981-02-18",35334444819902.53
"1981-02-19",36875096264374.8
"1981-02-20",38485124612716.61
"1981-02-23",36006995269314.03
"1981-02-24",36025084497889.8
"1981-02-25",35335272530412.83
"1981-02-26",34573532930389.08
"1981-02-27",34676915691250.02
"1981-03-02",32856374271798.26
"1981-03-03",34455624474741.36
"1981-03-04",34218088197474.67
"1981-03-05",34490815017831.22
"1981-03-06",36897452919665.54
"1981-03-09",37750182296551.62
"1981-03-10",37302777939586.52
"1981-03-11",36860953187227.72
"1981-03-12",38279210764419.71
"1981-03-13",39952162971243
"1981-03-16",40071235730137.9
"1981-03-17",41720914028677.75
"1981-03-18",42688404517180.62
"1981-03-19",41449755915702.86
"1981-03-20",40854390568425.06
"1981-03-23",37281309449432.44
"1981-03-24",36115979335186.44
"1981-03-25",36767068674458.96
"1981-03-26",35442412472347.36
"1981-03-27",35372615464501.38
"1981-03-30",36549766731539.84
"1981-03-31",37955385390617.24
"1981-04-01",37974212466703.86
"1981-04-02",36604434469347.62
"1981-04-03",35373554985994.46
"1981-04-06",32536586990682.73
"1981-04-07",34974248481066.48
"1981-04-08",33633652625721.84
"1981-04-09",34751047915259.38
"1981-04-10",33668212841847.6
"1981-04-13",33025952767094.95
"1981-04-14",33870194910454.72
"1981-04-15",32573701761276
"1981-04-16",32350129357109.47
"1981-04-20",33589163059143.91
"1981-04-21",33358198940829.64
"1981-04-22",32965613309097.61
"1981-04-23",32739212988634.14
"1981-04-24",32194944073240.6
"1981-04-27",31974173352104.52
"1981-04-28",31912110873700.04
"1981-04-29",31074267353979
"1981-04-30",29962776479881.7
"1981-05-01",30425081700481.84
"1981-05-04",27657603095164.08
"1981-05-05",26804109316279.28
"1981-05-06",27756189441387.56
"1981-05-07",28672582318395.09
"1981-05-08",29258040213353.29
"1981-05-11",28353154508557.66
"1981-05-12",27953619858090.26
"1981-05-13",27968927792774.46
"1981-05-14",30052426155720.01
"1981-05-15",30666799838715
"1981-05-18",32796090646020.69
"1981-05-19",31542926974084
"1981-05-20",31715644635320.34
"1981-05-21",31112636272710.07
"1981-05-22",32462164892501.7
"1981-05-26",33621898974879.36
"1981-05-27",33226309115527.83
"1981-05-28",34670516594945.71
"1981-05-29",35033378426520.48
"1981-06-01",35051326081896.92
"1981-06-02",34467154597728.01
"1981-06-03",34914121122274.62
"1981-06-04",35279566591833.94
"1981-06-05",34691456927021.94
"1981-06-08",36834808248878.02
"1981-06-09",36671144584998.28
"1981-06-10",37332027816514.2
"1981-06-11",37165999179050.92
"1981-06-12",37184714914351.8
"1981-06-15",39389326193808.28
"1981-06-16",39605155890123.24
"1981-06-17",38270566218007.36
"1981-06-18",35988380942873.96
"1981-06-19",36727491762391.66
"1981-06-22",37112241361422.5
"1981-06-23",35953957474087.99
"1981-06-24",35006064394842.19
"1981-06-25",34679224653569.27
"1981-06-26",34697100968182.36
"1981-06-29",34973544460162.28
"1981-06-30",33386254904507.94
"1981-07-01",32031330365814.92
"1981-07-02",33011299320998.98
