"Date","ZROZX"
"1962-07-02",103328113796117.69
"1962-07-03",103343982042164.95
"1962-07-05",103359852725121.42
"1962-07-06",102544660274685.72
"1962-07-09",102010248701806.55
"1962-07-10",102300917496686.19
"1962-07-11",102316790377139.05
"1962-07-12",102608318560431.95
"1962-07-13",102624198419256.78
"1962-07-16",102364342792029.6
"1962-07-17",102380225513470.77
"1962-07-18",102396110699254.78
"1962-07-19",102411998349764.06
"1962-07-20",102703797806297.6
"1962-07-23",102719692441672.38
"1962-07-24",102735589536931.2
"1962-07-25",102751489092454.78
"1962-07-26",103044241721366.56
"1962-07-27",102783255029856.9
"1962-07-30",102522996653999.8
"1962-07-31",102538903991972.7
"1962-08-01",102554813798107.95
"1962-08-02",103401924363726.45
"1962-08-03",103139964038393.52
"1962-08-06",103155885247128.02
"1962-08-07",103171808913541.19
"1962-08-08",103187735038012.36
"1962-08-09",103481716406202.81
"1962-08-10",103497649305395.5
"1962-08-13",103513584657748.86
"1962-08-14",104088216743431.72
"1962-08-15",104104160414726.55
"1962-08-16",104682096686146.6
"1962-08-17",104698048243736.86
"1962-08-20",104996260610990.31
"1962-08-21",105295307978719.52
"1962-08-22",105311269410325.81
"1962-08-23",105327233261482.48
"1962-08-24",105343199532556.23
"1962-08-27",105075907158881.34
"1962-08-28",105091877028897.95
"1962-08-29",105107849326081.31
"1962-08-30",104841222974423.92
"1962-08-31",104857198779829.55
"1962-09-04",104873177019643.6
"1962-09-05",104607214657263.56
"1962-09-06",104623196315058.44
"1962-09-07",104357936441972.28
"1962-09-10",104373921427474.9
"1962-09-11",104389908861471.34
"1962-09-12",104687272202800.55
"1962-09-13",104703266091609.31
"1962-09-14",104719262423928.88
"1962-09-17",104735261200132.55
"1962-09-18",104751262420593.69
"1962-09-19",104767266085685.73
"1962-09-20",104783272195782.19
"1962-09-21",104799280751256.55
"1962-09-24",105097795838592.06
"1962-09-25",105113810740815.08
"1962-09-26",105129828083404.16
"1962-09-27",105429270292954.4
"1962-09-28",105729550946562.9
"1962-10-01",106030672355297.7
"1962-10-02",106332636836510.77
"1962-10-03",106635446713853.44
"1962-10-04",106651484346513.98
"1962-10-05",106380662763477.19
"1962-10-08",106396704291989.12
"1962-10-09",106412748239461.72
"1962-10-10",106715786254889.02
"1962-10-11",106731835970361.48
"1962-10-12",106747888099660.2
"1962-10-15",106763942643148.22
"1962-10-16",106779999601188.6
"1962-10-17",106508851677595.64
"1962-10-18",106812163372592.81
"1962-10-19",107985454133391.06
"1962-10-22",107132266892220.77
"1962-10-23",106860154247362.69
"1962-10-24",106876225675322.9
"1962-10-25",106604833403534.66
"1962-10-26",106908418431494.55
"1962-10-29",106924497118234.84
"1962-10-30",106940578223158.58
"1962-10-31",106956661746629.45
"1962-11-01",106972747689011.19
"1962-11-02",106988836050667.6
"1962-11-05",107293499973888.64
"1962-11-07",107309593998884.73
"1962-11-08",107615156629131.23
"1962-11-09",107921574617585.73
"1962-11-12",107937677201735.05
"1962-11-13",107663377359774.69
"1962-11-14",107389845153286.98
"1962-11-15",107405953630059.98
"1962-11-16",107133145829351.5
"1962-11-19",106861101156677.73
"1962-11-20",107165415973808.7
"1962-11-21",107181533312163.5
"1962-11-23",107197653074514.81
"1962-11-26",107213775261227.22
"1962-11-27",107229899872665.31
"1962-11-28",107246026909193.78
"1962-11-29",107262156371177.34
"1962-11-30",107278288258980.8
"1962-12-03",107005875024136.55
"1962-12-04",106734223647912.69
"1962-12-05",106750360846011.81
"1962-12-06",107054374926240.95
"1962-12-07",107070518046269.55
"1962-12-10",107375429232535.48
"1962-12-11",107681194027584.16
"1962-12-12",107987814783930.48
"1962-12-13",108003970103840.6
"1962-12-14",108020127840637.9
"1962-12-17",108327698923766.94
"1962-12-18",108636130949971.31
"1962-12-19",108652297040886.5
"1962-12-20",108668465537469.95
"1962-12-21",108684636440079.72
"1962-12-24",108994069880648.4
"1962-12-26",109010245984670.4
"1962-12-27",108733077537923.88
"1962-12-28",108456685091826.95
"1962-12-31",108181066305583.95
"1963-01-02",108489095636809.64
"1963-01-03",108505282898698.31
"1963-01-04",107938422299905.88
"1963-01-07",108245775510309.06
"1963-01-08",107970763648853.5
"1963-01-09",107986959263400.84
"1963-01-10",108294450682156.86
"1963-01-11",108602802858357.9
"1963-01-14",108619007086085.98
"1963-01-15",108635213731587.72
"1963-01-16",108651422795223.86
"1963-01-17",108083798722552.19
"1963-01-18",107809269216271.05
"1963-01-21",107535507654169.1
"1963-01-22",107262511721557.02
"1963-01-23",107278728791781.6
"1963-01-24",107294948313872.77
"1963-01-25",107600513323361.81
"1963-01-28",107327352363553.86
"1963-01-29",107343579237065.98
"1963-01-30",107649282742437.12
"1963-01-31",107375997973727.95
"1963-02-01",107392232201993.05
"1963-02-04",107119670360600.05
"1963-02-05",107135908342376.94
"1963-02-06",107152148785625.69
"1963-02-07",107168391690719.38
"1963-02-08",107473610967533.14
"1963-02-11",107489859953953.23
"1963-02-12",107506111397065.34
"1963-02-13",107233260529897.69
"1963-02-14",107249515730501.81
"1963-02-15",107554966051379.64
"1963-02-18",107571227337913.6
"1963-02-19",107587491082999.23
"1963-02-20",107603757287008.22
"1963-02-21",107330658594248.12
"1963-02-25",107058323344976.7
"1963-02-26",107074594510786.69
"1963-02-27",107090868149555.58
"1963-02-28",107395881318992.27
"1963-03-01",107412161170843.02
"1963-03-04",107428443490512.58
"1963-03-05",107734403403823.86
"1963-03-06",107750691819576.6
"1963-03-07",107766982697982.66
"1963-03-08",107493469738588.31
"1963-03-11",107509764383604.27
"1963-03-12",107526061498681.45
"1963-03-13",107253230444209.7
"1963-03-14",107269531232805
"1963-03-15",107285834498861.42
"1963-03-18",107302140242755.5
"1963-03-19",107029947648564
"1963-03-20",107334801985303.77
"1963-03-21",107062526538296.7
"1963-03-22",107078840828054.92
"1963-03-25",106807284818435.69
"1963-03-26",106823602598060.72
"1963-03-27",106839922870679.88
"1963-03-28",106856245636674.02
"1963-03-29",106872570896424.08
"1963-04-01",106888898650311.05
"1963-04-02",106617894354046.6
"1963-04-03",106634225507705.6
"1963-04-04",106937981971743.72
"1963-04-05",106954319718989.4
"1963-04-08",106396439784544.56
"1963-04-09",106412779237797.19
"1963-04-10",105857918021477.2
"1963-04-11",105874258787394.02
"1963-04-15",105606104332032.23
"1963-04-16",105622448133893.16
"1963-04-17",105355000612432.66
"1963-04-18",105655185477655.22
"1963-04-19",105956211122927.52
"1963-04-22",105972567061866.73
"1963-04-23",105988925525591.77
"1963-04-24",106005286514492.36
"1963-04-25",106021650028958.3
"1963-04-26",106038016069379.44
"1963-04-29",106054384636145.72
"1963-04-30",106070755729647.1
"1963-05-01",106372950810127.45
"1963-05-02",106389328867633.12
"1963-05-03",106405709446839.72
"1963-05-06",106708844188554.81
"1963-05-07",107012827861422.06
"1963-05-08",107029219508864.31
"1963-05-09",106757929544859.77
"1963-05-10",106774324512611.3
"1963-05-13",106790721998161.45
"1963-05-14",107094938918024.1
"1963-05-15",107400007762545.95
"1963-05-16",107416416097065.27
"1963-05-17",107144074342035.4
"1963-05-20",106872493252264.42
"1963-05-21",107176943115575.64
"1963-05-22",106905278712402.69
"1963-05-23",106921696308776.36
"1963-05-24",106650748910498.81
"1963-05-27",106667169740092.95
"1963-05-28",106683593097973.58
"1963-05-29",106700018984529.92
"1963-05-31",106716447400151.34
"1963-06-03",106446090001569.62
"1963-06-04",106749354407612.23
"1963-06-05",106765790419322.6
"1963-06-06",106782228961657
"1963-06-07",107086436353951.36
"1963-06-10",107102881770962.86
"1963-06-11",107407987946772.19
"1963-06-12",107135737907786.62
"1963-06-13",107152190896108.19
"1963-06-14",107168646411138.64
"1963-06-17",107185104453266.06
"1963-06-18",107201565022878.55
"1963-06-19",107218028120364.19
"1963-06-20",107234493746111.23
"1963-06-21",107250961900507.95
"1963-06-24",106979180119139.8
"1963-06-25",106995651516713.69
"1963-06-26",107012125450359.9
"1963-06-27",107028601920468.92
"1963-06-28",107045080927431.27
"1963-07-01",106773890962664.23
"1963-07-02",106217341452823.05
"1963-07-03",106233822000643.69
"1963-07-05",105964895966205.02
"1963-07-08",105696720076460.06
"1963-07-09",105713203731614.84
"1963-07-10",105729689957434.9
"1963-07-11",105746178754321.12
"1963-07-12",105762670122674.48
"1963-07-15",106064045649372.28
"1963-07-16",106080544500917.77
"1963-07-17",106097045918951.23
"1963-07-18",106399359665560.16
"1963-07-19",106702520191926.31
"1963-07-22",106719033677194.12
"1963-07-23",106735549718120.36
"1963-07-24",107039653464492.42
"1963-07-25",107056176649094.69
"1963-07-26",107361179189105.31
"1963-07-29",107377709402409.05
"1963-07-30",107394242160840.84
"1963-07-31",107410777464792.58
"1963-08-01",107427315314656.2
"1963-08-02",107733360466277.73
"1963-08-05",107749905232349.34
"1963-08-06",107476859092087.55
"1963-08-07",107493407116423.92
"1963-08-08",107509957688630.73
"1963-08-09",107526510809100.23
"1963-08-12",107543066478224.81
"1963-08-13",107559624696396.84
"1963-08-14",107287131177039.84
"1963-08-15",107592791705406.28
"1963-08-16",107609357579684.72
"1963-08-19",107915921343843.84
"1963-08-20",107642454506613.77
"1963-08-21",107659028027386.98
"1963-08-22",107675604099956.27
"1963-08-23",107692182724714.5
"1963-08-26",107708763902054.64
"1963-08-27",107725347632369.72
"1963-08-28",107741933916052.8
"1963-08-29",107468978531186.19
"1963-08-30",107485567988586.44
"1963-09-03",107213332468136.58
"1963-09-04",106941856654588.16
"1963-09-05",105813992729114.6
"1963-09-06",105830578652578.08
"1963-09-09",105562950510214.86
"1963-09-10",105863800535194.77
"1963-09-11",105880394265834.2
"1963-09-12",105896990597475.08
"1963-09-13",105913589530525.08
"1963-09-16",105930191065391.95
"1963-09-17",105946795202483.55
"1963-09-18",105963401942207.73
"1963-09-19",105980011284972.48
"1963-09-20",106282035317000.64
"1963-09-23",106298652428871.64
"1963-09-24",106315272138814.9
"1963-09-25",106331894447236.6
"1963-09-26",106348519354543.05
"1963-09-27",106651578924202.9
"1963-09-30",106668211491868.45
"1963-10-01",106684846653422.56
"1963-10-02",106701484409269.7
"1963-10-03",106718124759814.48
"1963-10-04",106448112457762.5
"1963-10-07",106178853002532.1
"1963-10-08",106195496116395.6
"1963-10-09",105926945157732.95
"1963-10-10",105943590820543.48
"1963-10-11",105960239099101.02
"1963-10-14",105976889993816.6
"1963-10-15",105708961211808.36
"1963-10-16",105725614567999.27
"1963-10-17",105458390243820.05
"1963-10-18",105475045973707.77
"1963-10-21",105491704334143.28
"1963-10-22",105508365325542.08
"1963-10-23",105525028948319.69
"1963-10-24",105541695202891.69
"1963-10-25",105558364089673.73
"1963-10-28",105575035609081.55
"1963-10-29",105308260961518.34
"1963-10-30",105324934769503.9
"1963-10-31",105058861010263.66
"1963-11-01",104793528147497.92
"1963-11-04",104810203625588.06
"1963-11-06",104265035086018.1
"1963-11-07",104281709216629.08
"1963-11-08",104579008456833.55
"1963-11-11",104595691298658.78
"1963-11-12",104612376801794.52
"1963-11-13",104629064966665.28
"1963-11-14",105209709480277.88
"1963-11-15",105226409434163.64
"1963-11-18",105243112038835.73
"1963-11-19",105259817294714.92
"1963-11-20",105276525202222.05
"1963-11-21",105293235761777.95
"1963-11-22",105309948973803.64
"1963-11-26",105326664838720.12
"1963-11-27",105343383356948.5
"1963-11-29",105360104528909.94
"1963-12-02",104811979793212.2
"1963-12-03",104828699799512.55
"1963-12-04",104845422473051.98
"1963-12-05",104862147814256.02
"1963-12-06",104878875823550.19
"1963-12-09",104895606501360.12
"1963-12-10",104912339848111.55
"1963-12-11",104647514298879
"1963-12-12",104383425688491.55
"1963-12-13",104400160174197.16
"1963-12-16",104136764071570.2
"1963-12-17",103874100610570.34
"1963-12-18",103890835882335.38
"1963-12-19",103907573850338.64
"1963-12-20",103645556426419.3
"1963-12-23",103662296006365.95
"1963-12-24",103679038289887.62
"1963-12-26",103974676684614.73
"1963-12-27",104271143705912.6
"1963-12-30",104568441639770.78
"1963-12-31",104585205786763.81
"1964-01-02",104601972621342.34
"1964-01-03",104618742143937.2
"1964-01-06",104635514354979.31
"1964-01-07",104933836722093.81
"1964-01-08",104388216091488.1
"1964-01-09",104404992769074.23
"1964-01-10",104141652756631.14
"1964-01-13",104158431134019.7
"1964-01-14",104455422101493.72
"1964-01-15",104472209580045.77
"1964-01-16",104770080793018.6
"1964-01-17",105068786817427.45
"1964-01-20",105085589484525.66
"1964-01-21",105385180526376.4
"1964-01-22",105401991971841.31
"1964-01-23",105135930415550.08
"1964-01-24",105152743820295.12
"1964-01-27",105169559913850.55
"1964-01-28",105186378696646.3
"1964-01-29",105203200169112.48
"1964-01-30",105220024331679.22
"1964-01-31",105236851184776.72
"1964-02-03",105536873462257.31
"1964-02-04",105553709106357.23
"1964-02-05",105570547436143.27
"1964-02-06",105871506477086.05
"1964-02-07",105888353490616.73
"1964-02-10",105620994965219.31
"1964-02-11",105637844028701.88
"1964-02-12",105654695780011.22
"1964-02-13",105955894709876.45
"1964-02-14",105972755151852.1
"1964-02-17",105989618276779.05
"1964-02-18",106006484085084.2
"1964-02-19",105738827290609.05
"1964-02-20",105755695151153.02
"1964-02-24",105488740757671.56
"1964-02-25",105505610584070.52
"1964-02-26",105522483108302.81
"1964-02-27",105256186425429.73
"1964-02-28",105273060829920.19
"1964-03-02",105289937939672.28
"1964-03-03",105306817755119.77
"1964-03-04",105323700276696.4
"1964-03-05",105340585504836
"1964-03-06",105357473439972.5
"1964-03-09",105374364082539.88
"1964-03-10",105108510114789.05
"1964-03-11",105125402553914.62
"1964-03-12",104860245456706.98
"1964-03-13",104877139607363.9
"1964-03-16",104894036479856.19
"1964-03-17",104910936074622.38
"1964-03-18",104365720856577.36
"1964-03-19",104382618163763.69
"1964-03-20",104119539359569.86
"1964-03-23",104136438126077.05
"1964-03-24",103874047863598.98
"1964-03-25",103890948006306.94
"1964-03-26",103907850898641.28
"1964-03-30",103924756541049.4
"1964-03-31",104221138744529.81
"1964-04-01",104238054000778.42
"1964-04-02",104254972002399.95
"1964-04-03",103713450240860.64
"1964-04-06",103730365410721.36
"1964-04-07",104026207597983.23
"1964-04-08",104322879128942.5
"1964-04-09",104339810897817
"1964-04-10",104356745414744.45
"1964-04-13",104093800048900.69
"1964-04-14",104390664346244.1
"1964-04-15",104407607116766.95
"1964-04-16",104705351903096.92
"1964-04-17",104722304198166.95
"1964-04-20",104739259237894.28
"1964-04-21",104756217022723.28
"1964-04-22",104773177553098.4
"1964-04-23",104790140829464.14
"1964-04-24",104526034933045.02
"1964-04-27",104542999674428.98
"1964-04-28",104559967169217.4
"1964-04-29",104576937417857.19
"1964-04-30",104593910420795.23
"1964-05-01",104610886178478.6
"1964-05-04",104909210666637.44
"1964-05-05",104926195967412.05
"1964-05-06",104943184018187.73
"1964-05-07",104960174819409.73
"1964-05-08",105259480866528.05
"1964-05-11",105276481108080.69
"1964-05-12",105576674574288.28
"1964-05-13",105593684149636.36
"1964-05-14",105894767509603.58
"1964-05-15",105911786311524.77
"1964-05-18",106213762046349.86
"1964-05-19",106516584095910.45
"1964-05-20",106247778698423.72
"1964-05-21",106264812072469.05
"1964-05-22",106567779668833
"1964-05-25",106584822055819.73
"1964-05-26",106601867168235.81
"1964-05-27",106618915006517.1
"1964-05-28",106635965571099.5
"1964-06-01",106653018862419.02
"1964-06-02",106670074880911.7
"1964-06-03",106687133627013.7
"1964-06-04",106704195101161.22
"1964-06-05",106721259303790.5
"1964-06-08",107025513516183.28
"1964-06-09",107042586633815.62
"1964-06-10",107059662475016.73
"1964-06-11",106789416534866.69
"1964-06-12",106806494366161.77
"1964-06-15",106823574928554.45
"1964-06-16",106840658222481.55
"1964-06-17",107145252832131.66
"1964-06-18",107162345051035.81
"1964-06-19",107467841966368.64
"1964-06-22",107484942999951.4
"1964-06-23",107502046754770.05
"1964-06-24",107519153231257.6
"1964-06-25",107536262429847.19
"1964-06-26",107553374350971.92
"1964-06-29",107859971159460.06
"1964-06-30",107877091789802.84
"1964-07-01",107894215137706
"1964-07-02",107911341203600.9
"1964-07-06",107928469987918.94
"1964-07-07",107945601491091.62
"1964-07-08",107962735713550.55
"1964-07-09",107690068929773.98
"1964-07-10",107707205325663.2
"1964-07-13",107435254363718.2
"1964-07-14",107741529285104.81
"1964-07-15",107758673869725.2
"1964-07-16",107775821182511.62
"1964-07-17",107503696971727.62
"1964-07-20",107232330175064.02
"1964-07-21",107249478837389.64
"1964-07-22",107266630242140.23
"1964-07-23",107572439265696.16
"1964-07-24",107589599631007.58
"1964-07-27",107606762733805.86
"1964-07-28",107623928574527.69
"1964-07-29",107641097153609.8
"1964-07-30",107658268471489.06
"1964-07-31",107675442528602.38
"1964-08-03",107692619325386.7
"1964-08-04",107709798862279.08
"1964-08-05",107726981139716.62
"1964-08-06",107744166158136.55
"1964-08-07",107761353917976.05
"1964-08-10",107778544419672.48
"1964-08-11",107506483837831.06
"1964-08-12",107523676342984.5
"1964-08-13",107252329446123.95
"1964-08-14",107558112516013.23
"1964-08-17",107575313277657.69
"1964-08-18",107592516790058.84
"1964-08-19",107609723053656.62
"1964-08-20",107626932068891.02
"1964-08-21",107644143836202.05
"1964-08-24",107372492927410.64
"1964-08-25",107389706612784.72
"1964-08-26",107985645245555.88
"1964-08-27",107424057973709.28
"1964-08-28",107441279925860.62
"1964-08-31",107170211238355.7
"1964-09-01",107187435022304.72
"1964-09-02",106917076874443.44
"1964-09-03",106934302403495.42
"1964-09-04",106951530707771.55
"1964-09-08",106968761787718.9
"1964-09-09",106985995643784.69
"1964-09-10",106716215550425.9
"1964-09-11",106733451066191.4
"1964-09-14",106750689365629.45
"1964-09-15",106767930449189.72
"1964-09-16",106785174317321.8
"1964-09-17",107089669787539.78
"1964-09-18",107395018709277.58
"1964-09-21",107701223437011.08
"1964-09-22",107718489823625.6
"1964-09-23",107735758978343.36
"1964-09-24",107753030901608.16
"1964-09-25",107770305593863.81
"1964-09-28",107787583055554.27
"1964-09-29",107804863287123.5
"1964-09-30",107822146289015.56
"1964-10-01",107839432061674.6
"1964-10-02",107856720605544.81
"1964-10-05",107584603783097.22
"1964-10-06",107601894165848.08
"1964-10-07",107619187327410.45
"1964-10-08",107636483268230.94
"1964-10-09",107653781988756.19
"1964-10-12",107671083489432.95
"1964-10-13",107688387770708.05
"1964-10-14",107705694833028.34
"1964-10-15",107434029481925.3
"1964-10-16",107163119608823.31
"1964-10-19",107180427303141.1
"1964-10-20",107486049828163.69
"1964-10-21",107792528963658.23
"1964-10-22",107809852762955.98
"1964-10-23",107827179346435.77
"1964-10-26",107844508714545
"1964-10-27",107861840867731.27
"1964-10-28",108460386374158.1
"1964-10-29",108477731428010.81
"1964-10-30",108786993209150.73
"1964-11-02",109097121648743.02
"1964-11-04",109114481944687.92
"1964-11-05",109131845003124.36
"1964-11-06",109149210824491.92
"1964-11-09",109166579409230.27
"1964-11-10",109477774897446.34
"1964-11-11",109495152322033.23
"1964-11-12",109807269345636.19
"1964-11-13",109824655496615.9
"1964-11-16",109547214461316.9
"1964-11-17",109270545975274.66
"1964-11-18",109287933867709.6
"1964-11-19",109599475294766.66
"1964-11-20",109616872036876.95
"1964-11-23",108753992071898.5
"1964-11-24",108188507919324.27
"1964-11-25",108205895358097.02
"1964-11-27",108223285591279.56
"1964-11-30",108240678619321.02
"1964-12-01",108258074442670.55
"1964-12-02",108275473061777.4
"1964-12-03",108876313890526.45
"1964-12-04",108893725459771.69
"1964-12-07",109204173208331.02
"1964-12-08",109221593874057.1
"1964-12-09",109532961267149.95
"1964-12-10",109550390916938.9
"1964-12-11",109862680516651.1
"1964-12-14",109585215300939.78
"1964-12-15",109602653265755.55
"1964-12-16",109325916469018.28
"1964-12-17",109343356555693.1
"1964-12-18",109067345988235.42
"1964-12-21",109084788107454.98
"1964-12-22",108809501586807.86
"1964-12-23",108826945649760.69
"1964-12-24",108844392509301.36
"1964-12-28",108861842165878.23
"1964-12-29",108587189474700
"1964-12-30",108313300735579.3
"1964-12-31",108330751211808.9
"1965-01-04",108639638877063.62
"1965-01-05",108657098819026.02
"1965-01-06",108966901990160.6
"1965-01-07",108984371287146.31
"1965-01-08",108709409461451.94
"1965-01-11",109019361780714.77
"1965-01-12",109036839487920.88
"1965-01-13",109054319997108.62
"1965-01-14",109071803308727.22
"1965-01-15",109089289423225.92
"1965-01-18",109106778341054.1
"1965-01-19",109417848560219.98
"1965-01-20",109435346732033.4
"1965-01-21",109452847702165.56
"1965-01-22",109764889465812.44
"1965-01-25",109782399579131.98
"1965-01-26",109505280754914.55
"1965-01-27",109522792908940.05
"1965-01-28",109540307863520.34
"1965-01-29",109263871792593.02
"1965-02-01",109281388699023.27
"1965-02-02",109298908413719.45
"1965-02-03",109023153027429.66
"1965-02-04",109040674605594.78
"1965-02-05",108765642043972.44
"1965-02-08",109075769730294.9
"1965-02-09",109093299764715.84
"1965-02-10",108818134467007.9
"1965-02-11",108835666277560.9
"1965-02-12",108853200912683.4
"1965-02-15",108870738372830.42
"1965-02-16",108888278658457.16
"1965-02-17",108905821770018.8
"1965-02-18",108923367707970.62
"1965-02-19",108940916472768.02
"1965-02-23",108958468064866.4
"1965-02-24",108976022484721.3
"1965-02-25",108993579732788.28
"1965-02-26",109011139809523
"1965-03-01",109028702715381.19
"1965-03-02",109046268450818.66
"1965-03-03",109063837016291.28
"1965-03-04",109081408412255.02
"1965-03-05",109098982639165.88
"1965-03-08",109116559697479.95
"1965-03-09",109134139587653.44
"1965-03-10",109151722310142.55
"1965-03-11",109169307865403.62
"1965-03-12",109186896253893.05
"1965-03-15",109498225078654.28
"1965-03-16",109810426469374.95
"1965-03-17",109828030998062.92
"1965-03-18",109550940663375.56
"1965-03-19",109568547064553.6
"1965-03-22",109880948957353.48
"1965-03-23",109898564792027.6
"1965-03-24",109916183450827.6
"1965-03-25",109933804934206.23
"1965-03-26",109656447737451.88
"1965-03-29",109674071095123.95
"1965-03-30",109691697285121.4
"1965-03-31",109709326307899.38
"1965-04-01",109726958163913.14
"1965-04-02",109744592853618.06
"1965-04-05",109762230377469.55
"1965-04-06",109779870735923.05
"1965-04-07",109797513929434.19
"1965-04-08",110110568652666.62
"1965-04-09",109832765490365.36
"1965-04-12",109850417184819.19
"1965-04-13",109868071716152.45
"1965-04-14",109885729084821.12
"1965-04-15",109903389291281.19
"1965-04-19",109626180710198.1
"1965-04-20",109643842705979.19
"1965-04-21",109661507547304.05
"1965-04-22",109679175234631.1
"1965-04-23",109696845768418.9
"1965-04-26",109714519149126.02
"1965-04-27",109732195377211.14
"1965-04-28",109749874453133.02
"1965-04-29",109767556377350.45
"1965-04-30",109785241150322.36
"1965-05-03",109802928772507.69
"1965-05-04",109820619244365.45
"1965-05-05",110133755028025.77
"1965-05-06",110151455095798.12
"1965-05-07",110169158008224.23
"1965-05-10",109891279080490.38
"1965-05-11",109908983786564.45
"1965-05-12",109926691345063.4
"1965-05-13",109944401756446.77
"1965-05-14",109962115021174.19
"1965-05-17",109979831139705.36
"1965-05-18",109997550112500.08
"1965-05-19",110015271940018.2
"1965-05-20",109737853104438.14
"1965-05-21",109755576638649.86
"1965-05-24",109773303035353.02
"1965-05-25",109791032295009.92
"1965-05-26",110104098900164.7
"1965-05-27",109826456075029.22
"1965-05-28",109844193919323.9
"1965-06-01",109861934628421.19
"1965-06-02",109879678202783.81
"1965-06-03",109897424642874.52
"1965-06-04",109915173949156.14
"1965-06-07",109932926122091.6
"1965-06-08",109950681162143.86
"1965-06-09",109968439069776.02
"1965-06-10",109986199845451.19
"1965-06-11",110003963489632.6
"1965-06-14",110317637263194.84
"1965-06-15",110335410660309.45
"1965-06-16",110353186920915.84
"1965-06-17",110370966045475.31
"1965-06-18",110388748034449.3
"1965-06-21",110703503745725.44
"1965-06-22",110721295380256
