"Date","DBMFX"
"2003-06-30",147552645546306.3
"2003-07-01",148263521780830.56
"2003-07-02",148846988302892.84
"2003-07-03",149005496218107.1
"2003-07-07",149047132182952.12
"2003-07-08",147590331204167.62
"2003-07-09",147228016633133.06
"2003-07-10",147227027915909.84
"2003-07-11",147470513323692.62
"2003-07-14",148107341356737.78
"2003-07-15",146320445357837.12
"2003-07-16",145968557059717.28
"2003-07-17",144308869608281.28
"2003-07-18",144041864630119.22
"2003-07-21",143934327058073.94
"2003-07-22",143603455912727.6
"2003-07-23",144325398810721.47
"2003-07-24",145472860307239.56
"2003-07-25",145333476926368.97
"2003-07-28",146045035513693.47
"2003-07-29",146320540581336.06
"2003-07-30",145042874807452.7
"2003-07-31",145860943398972.7
"2003-08-01",146721677381378.12
"2003-08-04",145092649135991.22
"2003-08-05",145357537851262.22
"2003-08-06",144334792246532.9
"2003-08-07",144056892835427.38
"2003-08-08",143300008450478.5
"2003-08-11",144522805804246.6
"2003-08-12",144351309065233.06
"2003-08-13",145350780679090.06
"2003-08-14",146786870946597.3
"2003-08-15",146391905137002.72
"2003-08-18",147210697157431.16
"2003-08-19",147475891593713.34
"2003-08-20",148465241740329.53
"2003-08-21",149167182800225.88
"2003-08-22",149187599933484.97
"2003-08-25",149122811647489
"2003-08-26",148568039282729
"2003-08-27",148588419281449.53
"2003-08-28",148427699854600.9
"2003-08-29",149172525375572.1
"2003-09-02",151185323462812.3
"2003-09-03",151685357457045.5
"2003-09-04",149819867886740.72
"2003-09-05",148103322972426.9
"2003-09-08",148294192876295.34
"2003-09-09",148719561197993.44
"2003-09-10",147173141980820.03
"2003-09-11",147587832231835.78
"2003-09-12",146446214689356.7
"2003-09-15",146594392698801.38
"2003-09-16",147862037565795.62
"2003-09-17",147647814856086.4
"2003-09-18",148862378862319.22
"2003-09-19",149309329065494
"2003-09-22",149703016124099.88
"2003-09-23",149563509691986.25
"2003-09-24",149349325239007.3
"2003-09-25",148591131530149.78
"2003-09-26",148003509428847.66
"2003-09-29",148813276767888.6
"2003-09-30",148556310915219.88
"2003-10-01",149974356765165.88
"2003-10-02",150005516064625.66
"2003-10-03",148009288841695.47
"2003-10-06",149192809902478.03
"2003-10-07",150803359701446.5
"2003-10-08",150749198334049.94
"2003-10-09",150727049021536.28
"2003-10-10",152305990797668.2
"2003-10-13",152347987181519.9
"2003-10-14",152389988411501.44
"2003-10-15",151278980704373.9
"2003-10-16",151021966931724.38
"2003-10-17",151117274939351.4
"2003-10-20",150849537446202.7
"2003-10-21",151617613363661.5
"2003-10-22",152845009744757.7
"2003-10-23",151252980456893.5
"2003-10-24",151455141086237.8
"2003-10-27",152330271588926.9
"2003-10-28",152831633567672.25
"2003-10-29",153333060444448.47
"2003-10-30",152958485409008.9
"2003-10-31",152113745111170
"2003-11-03",150841487363620.28
"2003-11-04",152048179317796.62
"2003-11-05",152485596701302.75
"2003-11-06",152196338046632.7
"2003-11-07",153146842450756.28
"2003-11-10",153830254280093
"2003-11-11",153188276918754.56
"2003-11-12",153380037787964.44
"2003-11-13",153539750879759.34
"2003-11-14",153036615021106.03
"2003-11-17",150651595677762
"2003-11-18",152137073384044.1
"2003-11-19",150917276994965.66
"2003-11-20",150841604471438.4
"2003-11-21",150883565861375.78
"2003-11-24",149791792963858.84
"2003-11-25",149833689832869.53
"2003-11-26",151159238492270.62
"2003-11-28",152003560494444.97
"2003-12-01",152462847957959.53
"2003-12-02",153425054747468.62
"2003-12-03",154173389631307.3
"2003-12-04",153348842147124.94
"2003-12-05",152716808139691.53
"2003-12-08",153786300377133.12
"2003-12-09",154267286080995.88
"2003-12-10",153496042858871.6
"2003-12-11",153441868909296.12
"2003-12-12",154725780802294.9
"2003-12-15",154821555208254.28
"2003-12-16",154906635345196.25
"2003-12-17",155034553337991.4
"2003-12-18",155687157148404.25
"2003-12-19",154690776029667.78
"2003-12-22",153897733377276.7
"2003-12-23",154154132065219.8
"2003-12-24",155524440509798.72
"2003-12-26",155545334707311.16
"2003-12-29",156294630034843.88
"2003-12-30",157033310139731.56
"2003-12-31",157225715583296.97
"2004-01-02",157814557902153.8
"2004-01-05",160374953105662.47
"2004-01-06",160985507122106.78
"2004-01-07",160428103229739.06
"2004-01-08",161981803634156.1
"2004-01-09",163096295107241.12
"2004-01-12",163139128127752
"2004-01-13",162667466836290.78
"2004-01-14",162345815114167.22
"2004-01-15",160609061918723.88
"2004-01-16",159922722703245.44
"2004-01-20",161648642723179.84
"2004-01-21",162281117367130.38
"2004-01-22",163514159156725.78
"2004-01-23",162602631857045.06
"2004-01-26",161605189327577.56
"2004-01-27",162355799692181
"2004-01-28",161100790680850.16
"2004-01-29",157947031519591.2
"2004-01-30",158965728421462.78
"2004-02-02",159083415693518.22
"2004-02-03",160048675678334.72
"2004-02-04",159093519820201.3
"2004-02-05",159243426491062.97
"2004-02-06",160874187200601.88
"2004-02-09",162108098478959.97
"2004-02-10",162794833865147.12
"2004-02-11",164565669260737.6
"2004-02-12",164844781318675.56
"2004-02-13",164844840548339.84
"2004-02-17",166616154529021.28
"2004-02-18",165671597570021.88
"2004-02-19",166101160188993.06
"2004-02-20",163041258108802.78
"2004-02-23",163331113665761.84
"2004-02-24",164673369969772.6
"2004-02-25",164662673953332.47
"2004-02-26",164598276810381.56
"2004-02-27",165618661779659.44
"2004-03-01",166338425482380.34
"2004-03-02",164834707841990.22
"2004-03-03",162836631301976.28
"2004-03-04",163728246167904.6
"2004-03-05",166070420595233.16
"2004-03-08",165694484267866.03
"2004-03-09",165372225074623.8
"2004-03-10",163738894824650.25
"2004-03-11",163126298949219.56
"2004-03-12",162696330328227.44
"2004-03-15",163233647540992.1
"2004-03-16",163577553097911.9
"2004-03-17",164555732796182.03
"2004-03-18",164480504413176.03
"2004-03-19",164641788844304.03
"2004-03-22",164996625465252.16
"2004-03-23",164921409069640.94
"2004-03-24",165093505085118.38
"2004-03-25",164276266323226.66
"2004-03-26",164244004172451.1
"2004-03-29",163480377502851.28
"2004-03-30",163899809408933.97
"2004-03-31",164340808869279.4
"2004-04-01",163695367843170.9
"2004-04-02",161640529300228.5
"2004-04-05",161575801158103.97
"2004-04-06",162414864024017.5
"2004-04-07",162769825589684.72
"2004-04-08",162640591049155.6
"2004-04-12",163350746416040.38
"2004-04-13",161542607098511.5
"2004-04-14",159831096403373.56
"2004-04-15",159314137214949.28
"2004-04-16",159765911715703.44
"2004-04-19",159614895004970.44
"2004-04-20",159797600015047.72
"2004-04-21",158376107637013.97
"2004-04-22",158451081257124.16
"2004-04-23",158881407927619.22
"2004-04-26",158988729181905.7
"2004-04-27",158859136890432.47
"2004-04-28",158794147604709.03
"2004-04-29",158352170547720.16
"2004-04-30",158147108369738.72
"2004-05-03",158879202648741.8
"2004-05-04",159406706194600.66
"2004-05-05",159492558984752.38
"2004-05-06",158910413235193.1
"2004-05-07",159696621565705.7
"2004-05-10",158467866591169.28
"2004-05-11",158639889386124.9
"2004-05-12",159070586011281.53
"2004-05-13",159587561245808.88
"2004-05-14",158832731703252.84
"2004-05-17",158088581671132.97
"2004-05-18",157764752959351.2
"2004-05-19",158605196637325.94
"2004-05-20",157806976393118.78
"2004-05-21",157418370886276.44
"2004-05-24",158064864347581.28
"2004-05-25",157482120126980.94
"2004-05-26",156726751080392.22
"2004-05-27",155593809289113.06
"2004-05-28",155884423919358.94
"2004-06-01",157631234031655.97
"2004-06-02",156573636683989.9
"2004-06-03",156066075758074.12
"2004-06-04",156335217764218.1
"2004-06-07",156194405479135.6
"2004-06-08",155686717913578.47
"2004-06-09",156204069694949.47
"2004-06-10",156257462542976.5
"2004-06-14",156127397601471.7
"2004-06-15",154605054871346.72
"2004-06-16",155359924315791.6
"2004-06-17",155823450184546.25
"2004-06-18",155434243997612.38
"2004-06-21",154656346520246.6
"2004-06-22",154677269083206.06
"2004-06-23",154525442340468.97
"2004-06-24",154265618350526.44
"2004-06-25",153584622927250.06
"2004-06-28",153875455339193.25
"2004-06-29",152675953665066.12
"2004-06-30",152340334110967.34
"2004-07-01",152825562228684.53
"2004-07-02",152306274590995.56
"2004-07-06",152337852284821.6
"2004-07-07",152682730228004.06
"2004-07-08",152703531354145.4
"2004-07-09",152983648548950.5
"2004-07-12",152939638054579.38
"2004-07-13",152193220484583.03
"2004-07-14",152505778016597.5
"2004-07-15",152396880120998.8
"2004-07-16",153757894659435.06
"2004-07-19",153227512598772.06
"2004-07-20",151778235708775.34
"2004-07-21",150944961148842.44
"2004-07-22",151722434497253.5
"2004-07-23",151040411474328.7
"2004-07-26",151223301711141.22
"2004-07-27",150811486485562.53
"2004-07-28",151394500928414.94
"2004-07-29",150961012382212.88
"2004-07-30",151533296264510.3
"2004-08-02",151727091466244.94
"2004-08-03",151910094593247.12
"2004-08-04",151433253773094.84
"2004-08-05",151843442684011.97
"2004-08-06",152513338501663.66
"2004-08-09",152361030220688.34
"2004-08-10",151732606923499.8
"2004-08-11",151861573224054.6
"2004-08-12",152509999604145.22
"2004-08-13",153472361191522.7
"2004-08-16",152443386939390.97
"2004-08-17",152042061286614.22
"2004-08-18",151261822026454.6
"2004-08-19",152202701290404.62
"2004-08-20",151530629090040.78
"2004-08-23",150111425056758.9
"2004-08-24",149190095200891.53
"2004-08-25",149080754074128.5
"2004-08-26",149112173010510.03
"2004-08-27",149273550108274.8
"2004-08-30",149164191050598.7
"2004-08-31",149802154317695.03
"2004-09-01",149497844030319.62
"2004-09-02",148933515795803.34
"2004-09-03",148206616313140.72
"2004-09-07",147717964736610.34
"2004-09-08",147944327320852.8
"2004-09-09",148279071264714.84
"2004-09-10",148267108123445.44
"2004-09-13",148233469470491.53
"2004-09-14",148524946706266.7
"2004-09-15",148187853231244.34
"2004-09-16",148880399391898.8
"2004-09-17",148814271081125.7
"2004-09-20",149344344491849.3
"2004-09-21",149505895698412.75
"2004-09-22",150155340166229.8
"2004-09-23",150176014089529.03
"2004-09-24",150034044573716.75
"2004-09-27",150596899184942.94
"2004-09-28",150595915244612.38
"2004-09-29",149922530504895.47
"2004-09-30",150550561737626.03
"2004-10-01",150473646556820.6
"2004-10-04",150201469383598.75
"2004-10-05",151361192473548.7
"2004-10-06",151783353982089.2
"2004-10-07",151684798000628.97
"2004-10-08",153300548777982.75
"2004-10-11",153104420513604.5
"2004-10-12",152864859718272.38
"2004-10-13",151355553068804.53
"2004-10-14",152277112935296.84
"2004-10-15",152330498175569.28
"2004-10-18",151884587849455.88
"2004-10-19",152198475530991.97
"2004-10-20",153749966123157.8
"2004-10-21",154281145807574.72
"2004-10-22",154508392019085.16
"2004-10-25",155582586111380.5
"2004-10-26",155364741637868.28
"2004-10-27",153984917339724.2
"2004-10-28",153788658375857.5
"2004-10-29",155123743148313.53
"2004-11-01",154178089291473.84
"2004-11-02",153167137336465.38
"2004-11-03",155023862119195.16
"2004-11-04",155783602293938.44
"2004-11-05",155250585999938.88
"2004-11-08",154663173903561.66
"2004-11-09",154944944564264.12
"2004-11-10",154976822701791.12
"2004-11-11",155921547285132.56
"2004-11-12",157898843634076.5
"2004-11-15",157474438736629.88
"2004-11-16",157158670520865.1
"2004-11-17",159179913365669.56
"2004-11-18",158125005564986.78
"2004-11-19",158733287850539.78
"2004-11-22",159200311107675.34
"2004-11-23",159906597518561.75
"2004-11-24",161254515675459.84
"2004-11-26",162450369185791.7
"2004-11-29",161732382525137.4
"2004-11-30",161264441795673.53
"2004-12-01",162199495115191.1
"2004-12-02",160545917174263.78
"2004-12-03",162579705794350.6
"2004-12-06",162405415798885.25
"2004-12-07",162513962719822.2
"2004-12-08",160675010312726.03
"2004-12-09",160141496670669.94
"2004-12-10",159651437935631.03
"2004-12-13",161011272961557
"2004-12-14",160923870016104.2
"2004-12-15",162490751443930.66
"2004-12-16",160683723394576.6
"2004-12-17",160128226630361.03
"2004-12-20",161553848501601.1
"2004-12-21",160987448401794.88
"2004-12-22",161008876339915.44
"2004-12-23",162162638226376.06
"2004-12-27",163185887815321.28
"2004-12-28",162750114484653.44
"2004-12-29",161856905937718.12
"2004-12-30",162357583160062.75
"2004-12-31",162183060505281.16
"2005-01-03",161768888542254.47
"2005-01-04",158685926964099.2
"2005-01-05",158347724427674.7
"2005-01-06",157464765057928.62
"2005-01-07",157180911502413.88
"2005-01-10",157452699149923.8
"2005-01-11",157604661500176.44
"2005-01-12",157974584934427.8
"2005-01-13",157788768013903.56
"2005-01-14",158017069815053.03
"2005-01-18",158332594675078.84
"2005-01-19",157983263519734.28
"2005-01-20",156979846293925.66
"2005-01-21",157491588134125.9
"2005-01-24",157632725160021.38
"2005-01-25",157196031429100.3
"2005-01-26",157806017563789.7
"2005-01-27",157816350100653.97
"2005-01-28",157652204209464.53
"2005-01-31",158120564346549.84
"2005-02-01",158087291995404.53
"2005-02-02",158304877566675.94
"2005-02-03",157944377622827.78
"2005-02-04",158980119557164.25
"2005-02-07",159546899387473.06
"2005-02-08",159317327325682.5
"2005-02-09",159175009701987.62
"2005-02-10",159392747832490.2
"2005-02-11",159839667449461.9
"2005-02-14",159686441258875.1
"2005-02-15",159293097142436.03
"2005-02-16",158921529212732.12
"2005-02-17",158953764669435.97
"2005-02-18",159127907177864.3
"2005-02-22",158690755148530.38
"2005-02-23",158744813956729.47
"2005-02-24",158831632563347.22
"2005-02-25",159322446898022.72
"2005-02-28",159944355458936.88
"2005-03-01",159812868791098.25
"2005-03-02",159801491418454.53
"2005-03-03",160445394093457.56
"2005-03-04",161406120636984.72
"2005-03-07",161820832257106.5
"2005-03-08",162552379128778.12
"2005-03-09",162147902116272.38
"2005-03-10",161524872647364.3
"2005-03-11",162245616207889.28
"2005-03-14",161742700207103.7
"2005-03-15",162113884281280.12
"2005-03-16",162364910438256.88
"2005-03-17",161785401798238.84
"2005-03-18",162134801041191.62
"2005-03-21",160954053028003.9
"2005-03-22",161128551672344.5
"2005-03-23",159215178751042
"2005-03-24",159531702497356.1
"2005-03-28",159782670055028.56
"2005-03-29",159683796672708.28
"2005-03-30",159902002921979.5
"2005-03-31",160677920292543.22
"2005-04-01",160841540365933.97
"2005-04-04",161191099858215.56
"2005-04-05",161048534523326.62
"2005-04-06",160873136343745.7
"2005-04-07",160555513445597.84
"2005-04-08",160380058595434.88
"2005-04-11",160171760136463.44
"2005-04-12",159383576911256.38
"2005-04-13",158453051141577.88
"2005-04-14",158375888966936.5
"2005-04-15",156985573831818.8
"2005-04-18",155934325938683.44
"2005-04-19",157170297049038.94
"2005-04-20",157487048150577.84
"2005-04-21",156917236536486.38
"2005-04-22",157660922448796.4
"2005-04-25",157561773938066.3
"2005-04-26",157396924530661.62
"2005-04-27",157100669772013.5
"2005-04-28",157932154218010.7
"2005-04-29",157679694507601.12
"2005-05-02",157514806945260.88
"2005-05-03",157098013589284.16
"2005-05-04",156911160599433.66
"2005-05-05",157359550307699
"2005-05-06",156865987586657.5
"2005-05-09",156372359451804.06
"2005-05-10",156776979857041.1
"2005-05-11",157236431331889.9
"2005-05-12",157279596011669.03
"2005-05-13",157487123614258.62
"2005-05-16",156686549719571.7
"2005-05-17",156795436664441.94
"2005-05-18",156882418490252.03
"2005-05-19",156552928434239.53
"2005-05-20",156913924124882.22
"2005-05-23",157000928776111
"2005-05-24",157756639624996.3
"2005-05-25",157788894799472.7
"2005-05-26",158413190786407.78
"2005-05-27",157995952721472.44
"2005-05-31",160188350202831.1
"2005-06-01",161591494837190.34
"2005-06-02",161273079993790.78
"2005-06-03",161294606768168.34
"2005-06-06",161228392105947.2
"2005-06-07",161951911886725.97
"2005-06-08",162170934082382.3
"2005-06-09",162620356270649.34
"2005-06-10",162641974844746.1
"2005-06-13",162839140047868.53
"2005-06-14",163047302607491.28
"2005-06-15",161664411634780.5
"2005-06-16",162048102288949.3
"2005-06-17",161290504050938.06
"2005-06-20",162574179767956.75
"2005-06-21",162968978994972.44
"2005-06-22",164329766402198.6
"2005-06-23",165218707873664.94
"2005-06-24",164757472314184.28
"2005-06-27",164131494936574.72
"2005-06-28",163746982171554.38
"2005-06-29",163494180091745.7
"2005-06-30",163504885067823.12
"2005-07-01",164954178960543.62
"2005-07-05",164371935213285.16
"2005-07-06",164547443019448.94
"2005-07-07",164063948556802.44
"2005-07-08",164063706375533.16
"2005-07-11",162800167427454.78
"2005-07-12",161888010708504.8
"2005-07-13",163074180056959.12
"2005-07-14",162656351063406.1
"2005-07-15",163051583515428.97
"2005-07-18",162985338020891.16
"2005-07-19",163160852244172.97
"2005-07-20",162523112231909.1
"2005-07-21",161489613796444.94
"2005-07-22",163313813050453.56
"2005-07-25",163368475743081.75
"2005-07-26",163643006915395.25
"2005-07-27",163543783438628.72
"2005-07-28",163422557181787.12
"2005-07-29",163488233770893.84
"2005-08-01",163191050911732.62
"2005-08-02",163509643683295.8
"2005-08-03",162618561214644.72
"2005-08-04",162387249684536.56
"2005-08-05",162606860626810.44
"2005-08-08",162980493799704.53
"2005-08-09",162529152402657.4
"2005-08-10",163397874190191.97
"2005-08-11",163738625124578.2
"2005-08-12",163485287041142.4
"2005-08-15",163771070999886.84
"2005-08-16",163539708265371.53
"2005-08-17",162328903025673
"2005-08-18",161525135851379.5
"2005-08-19",162262112758182.06
"2005-08-22",162801063030650.72
"2005-08-23",162415452288086.2
"2005-08-24",162459111328639.7
"2005-08-25",162425712722551.12
"2005-08-26",161995960800602.3
"2005-08-29",163118617705553.75
"2005-08-30",163811987054227.56
"2005-08-31",163789677348292.72
"2005-09-01",164494192412197.9
"2005-09-02",164306724015284.6
"2005-09-06",164086188373806.22
"2005-09-07",163380975728877.8
"2005-09-08",163667059241606.62
"2005-09-09",163843017906986.25
"2005-09-12",163027479831823.2
"2005-09-13",162961031025247.03
"2005-09-14",163379379128449.97
"2005-09-15",163125619509556.4
"2005-09-16",162849786396570.88
"2005-09-19",164888219410762.9
"2005-09-20",164810846038514.3
"2005-09-21",164953900326076.7
"2005-09-22",164810383832327.47
"2005-09-23",164424333719067.62
"2005-09-26",164975280111117.38
"2005-09-27",165482198583963.1
"2005-09-28",166253795384410.34
"2005-09-29",166430074797479.7
"2005-09-30",166683565368936.47
"2005-10-03",167642860690300.62
"2005-10-04",167775149816382
"2005-10-05",166440581039512.72
"2005-10-06",163660924461340.2
"2005-10-07",164774699763853.3
"2005-10-10",165226741043181.72
"2005-10-11",166572435314807.9
"2005-10-12",165777951210247.94
"2005-10-13",165391600644510.94
"2005-10-14",164707275353782.3
"2005-10-17",166009145864598.06
"2005-10-18",166737332168714.78
"2005-10-19",165225231765726.97
"2005-10-20",165368495160037.25
"2005-10-21",165048188507583.22
"2005-10-24",164937571339509.72
"2005-10-25",165886707853255.62
"2005-10-26",167056767161932.34
"2005-10-27",166714403139128.6
"2005-10-28",166614904761448.72
"2005-10-31",167177921250626.25
"2005-11-01",167343467522958.78
"2005-11-02",167442773228393.5
"2005-11-03",168315192868352.72
"2005-11-04",169949832729791.5
"2005-11-07",169728999752192.6
"2005-11-08",169099417745044.2
"2005-11-09",170115784498796.7
"2005-11-10",170392072975672.94
"2005-11-11",170524764601621.2
"2005-11-14",171243088919259.03
"2005-11-15",170889648626157.12
"2005-11-16",170646669314183.1
"2005-11-17",170193678362738.44
"2005-11-18",171741085474096.47
"2005-11-21",171210734777503.25
"2005-11-22",170138682559340.7
"2005-11-23",170536727529400.8
"2005-11-25",171178037114165.38
"2005-11-28",170470613641934.8
"2005-11-29",171930189624615.9
"2005-11-30",171908275013713.2
"2005-12-01",173699875199126
"2005-12-02",174164657387424.22
"2005-12-05",174330893715788.34
"2005-12-06",173999441996668.22
"2005-12-07",174619185800036.38
"2005-12-08",172982433548263.72
"2005-12-09",174044685863772.12
"2005-12-12",173458674258226.7
"2005-12-13",173392584884854.5
"2005-12-14",170505025505717.44
"2005-12-15",169243681384991.66
"2005-12-16",169000244399363.38
"2005-12-19",169088777098078.03
"2005-12-20",169830301279349.03
"2005-12-21",170848626374441.94
"2005-12-22",170461332130421.84
"2005-12-23",170228961286549.1
"2005-12-27",169896925998740.75
"2005-12-28",170384107012990.25
"2005-12-29",170517053041620.4
"2005-12-30",170151751627663.8
"2006-01-03",168867320803262.25
"2006-01-04",169055561481746.75
"2006-01-05",168800837377708.47
"2006-01-06",169166304011775.78
"2006-01-09",169853026585569.84
"2006-01-10",169443226106275.47
"2006-01-11",169986046208158.9
"2006-01-12",170196586363670.53
"2006-01-13",170384995217189.12
"2006-01-17",170484789689577.34
"2006-01-18",169742477426458.6
"2006-01-19",170440628571717
"2006-01-20",169598477035374.97
"2006-01-23",169642829781669.88
"2006-01-24",169609603667053.2
"2006-01-25",170108411486298.44
"2006-01-26",170474265369681.88
"2006-01-27",171560729998436.34
"2006-01-30",171727171556333.2
"2006-01-31",171915808246621.1
"2006-02-01",172470365161503.25
"2006-02-02",172004852816925.78
"2006-02-03",171627992426538.03
"2006-02-06",172149367454381.06
"2006-02-07",170885212180177.03
"2006-02-08",170829852688058.03
"2006-02-09",171550934123816.6
"2006-02-10",171107359751929.84
"2006-02-13",170641539320658.9
"2006-02-14",171296182097236.84
"2006-02-15",170974546991621.25
"2006-02-16",171307518758153.66
"2006-02-17",170786104093718.16
"2006-02-21",171274466665090.66
"2006-02-22",171552031560382.3
"2006-02-23",171563264133877.34
"2006-02-24",172340355321161.4
"2006-02-27",172540341433060.16
"2006-02-28",171086327962050.5
"2006-03-01",171796929086692.75
"2006-03-02",171663847846487.28
"2006-03-03",171619572623297.44
"2006-03-06",171808469632191.53
"2006-03-07",172052913015294.5
"2006-03-08",171197972535816.2
"2006-03-09",171664525220677.75
"2006-03-10",172919710994761.56
"2006-03-13",173353113605450.7
"2006-03-14",171398329215986.8
"2006-03-15",171765034682077.78
"2006-03-16",170254270352231.97
"2006-03-17",170754271248457.38
"2006-03-20",170743229532564.44
"2006-03-21",171876696418261.16
"2006-03-22",171732375558305.38
"2006-03-23",172832714148587.75
"2006-03-24",172021599809982.88
"2006-03-27",171899487203598.4
"2006-03-28",173789243227935.28
"2006-03-29",174956697589077.84
"2006-03-30",175112671899477.53
"2006-03-31",175168607846160.6
"2006-04-03",176792228798962.88
"2006-04-04",176081068954073.78
"2006-04-05",175581090072196.16
"2006-04-06",176571187753135.16
"2006-04-07",176871899990488.5
"2006-04-10",177817722201611.75
"2006-04-11",176895062866595.53
"2006-04-12",177307086849884.66
"2006-04-13",178753705603391.72
"2006-04-17",178231418062780.16
"2006-04-18",178220836863691.97
"2006-04-19",178944588340071.25
"2006-04-20",178789399787411.62
"2006-04-21",179591175781542.78
"2006-04-24",178011564165129.66
"2006-04-25",179881796190343.6
"2006-04-26",180928656892832.2
"2006-04-27",180072312994461
"2006-04-28",179627716917422.84
"2006-05-01",180196083724912
"2006-05-02",181365697223483.84
"2006-05-03",181533442202566.47
"2006-05-04",182235654217307.38
"2006-05-05",182169641209258.8
"2006-05-08",182515641312762.47
"2006-05-09",183585556591539.8
"2006-05-10",184087613745731.16
"2006-05-11",185213459536931.12
"2006-05-12",184356771968087.47
"2006-05-15",181316652281388.38
"2006-05-16",180114250728847.16
"2006-05-17",180148325639766.44
"2006-05-18",178767422648819.2
"2006-05-19",177609183793132.72
"2006-05-22",176651367016323.25
"2006-05-23",177755024943941.7
"2006-05-24",175782939876469.97
"2006-05-25",176351712154032.16
"2006-05-26",176040025541912.9
"2006-05-30",177489477844056.06
"2006-05-31",177133233787076.3
"2006-06-01",176665460592904.2
"2006-06-02",176286816493705.28
"2006-06-05",176376406500213.7
"2006-06-06",175964241246524.72
"2006-06-07",175618927751463.97
"2006-06-08",173556187305677.5
"2006-06-09",173556398540533.8
"2006-06-12",173311236604227.03
"2006-06-13",172073333591487.44
"2006-06-14",172787350201669.4
"2006-06-15",173300660609157
"2006-06-16",173669006590826.88
"2006-06-19",173791947226245.28
"2006-06-20",174227318114364.62
"2006-06-21",174473052336820.25
"2006-06-22",175087069376850.16
"2006-06-23",175790444833257
"2006-06-26",176627838543115.66
"2006-06-27",175936240501986.5
"2006-06-28",176126352945310.12
"2006-06-29",175434629847593.94
"2006-06-30",174943758487822.7
"2006-07-03",175089184108800.75
"2006-07-05",176686075149536.22
"2006-07-06",176541324046718.12
"2006-07-07",175536737791650.03
"2006-07-10",174956371283609.25
"2006-07-11",174699797083879.72
"2006-07-12",175280836173502.78
"2006-07-13",174957231961687.2
"2006-07-14",174655924773993.78
"2006-07-17",174097648256016.22
"2006-07-18",173997331870080.3
"2006-07-19",172992045651780.8
"2006-07-20",172701700663265.97
"2006-07-21",172254884177362.6
"2006-07-24",172567874212603.47
"2006-07-25",172679750353608.44
"2006-07-26",172590473130264.56
"2006-07-27",172322356404621.34
"2006-07-28",171484155139815.25
"2006-07-31",171651877511375.16
"2006-08-01",172076735604357.78
"2006-08-02",172199798749433.9
"2006-08-03",172255795148735.53
"2006-08-04",172390065736731.34
"2006-08-07",172859807660022.88
"2006-08-08",172692205113716.38
"2006-08-09",173106110410600.28
"2006-08-10",171931939654394.2
"2006-08-11",172468880238639.47
"2006-08-14",172446616410874.44
"2006-08-15",172401976507388.03
"2006-08-16",172122404217525.16
"2006-08-17",170925405065968.7
"2006-08-18",170712828324603.44
"2006-08-21",171272274193559.5
"2006-08-22",171070880765714.12
"2006-08-23",170712791649818.78
"2006-08-24",170388228893542.12
"2006-08-25",170634418949773.72
"2006-08-28",170791097997499.03
"2006-08-29",170578409863184.66
"2006-08-30",171238846818107.56
"2006-08-31",171776224275132.56
"2006-09-01",171955407613692.78
"2006-09-05",171093341830264.25
"2006-09-06",170735036498749.28
"2006-09-07",169570431566427.88
"2006-09-08",169402355492220.84
"2006-09-11",169211857838115.53
"2006-09-12",170085348693332.66
"2006-09-13",170230895782873.06
"2006-09-14",170734912776273.34
"2006-09-15",170432426238223.66
"2006-09-18",170589225518760.75
"2006-09-19",170241873100996.47
"2006-09-20",170802042648102.44
"2006-09-21",170802020837830.4
"2006-09-22",170163255661006.16
"2006-09-25",170465772740521.53
"2006-09-26",170970063315540.75
"2006-09-27",171283879503489.62
"2006-09-28",171003661964793.25
"2006-09-29",171082116710605.12
"2006-10-02",171239053888203.12
"2006-10-03",171687500688350.34
"2006-10-04",172337819225770.34
"2006-10-05",172091213214372.2
"2006-10-06",172618294983905.97
"2006-10-09",172438958054738.8
"2006-10-10",173201641142897.9
"2006-10-11",173571879124496.16
"2006-10-12",174110408946286.66
"2006-10-13",174413451258627.4
"2006-10-16",174211734090642.34
"2006-10-17",173168603944527.9
"2006-10-18",174122356536150.94
"2006-10-19",173079082392529.38
"2006-10-20",173853421603209.75
"2006-10-23",174930839527148.16
"2006-10-24",174987181923219.88
"2006-10-25",174695621593266.75
"2006-10-26",174516258482953.88
"2006-10-27",173730755997360.56
"2006-10-30",173809481780189.47
"2006-10-31",173641248928507.75
"2006-11-01",173899602680585.4
"2006-11-02",173832397885343.9
"2006-11-03",173753955509200.03
"2006-11-06",175269987163759.66
"2006-11-07",176022609968314.97
"2006-11-08",175292940141632.94
"2006-11-09",174866409924565.9
"2006-11-10",174327505982360.16
"2006-11-13",174642196228032.9
"2006-11-14",174754729722922.84
"2006-11-15",175204294551482.25
"2006-11-16",175799967820505.66
"2006-11-17",175249709606307.1
"2006-11-20",175587031669207.56
"2006-11-21",175755844351295.53
"2006-11-22",176138192510984.4
"2006-11-24",176374491772848.3
"2006-11-27",175453198528898.4
"2006-11-28",175869319152667.6
"2006-11-29",176656430917373.84
"2006-11-30",178005707874796.47
"2006-12-01",178703124547652.44
"2006-12-04",179220748002689.12
"2006-12-05",179153778476453.7
"2006-12-06",178333438262618.44
"2006-12-07",178513788895124.44
"2006-12-08",177367173136686.28
"2006-12-11",178739602388268.25
"2006-12-12",179729807049448.34
"2006-12-13",179314155792982.12
"2006-12-14",179505874424820.94
"2006-12-15",178640178502877.94
"2006-12-18",178550624371576.38
